Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split,Region
7.0,X SPLITS,25,29,44,54,11,141,22,73,11,Lobby 4,Round_1,,,,,Split_1,APAC_South
8.0,EVO.Supreme,20,160,0,92,33,29,66,160,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
9.0,SLA,19,37,33,151,0,73,0,63,22,Lobby 4,Round_1,,,,,Split_1,APAC_South
10.0,Miss Click,15,141,33,45,44,151,0,151,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
11.0,AU Skyrise,14,121,0,73,44,111,0,82,33,Lobby 4,Round_1,,,,,Split_1,APAC_South
12.0,HWG,12,151,0,121,11,131,66,131,11,Lobby 4,Round_1,,,,,Split_1,APAC_South
13.0,LNW,12,73,22,111,0,82,11,102,11,Lobby 4,Round_1,,,,,Split_1,APAC_South
14.0,FamBam Guild,9,63,0,131,0,102,0,92,11,Lobby 4,Round_1,,,,,Split_1,APAC_South
15.0,Gremory,8,131,0,141,0,63,22,141,0,Lobby 4,Round_1,,,,,Split_1,APAC_South
16.0,Freedom,6,111,11,160,0,92,0,121,11,Lobby 4,Round_1,,,,,Split_1,APAC_South
1.0,MDY.W,125,4,4,1,12,1,9,1,15,Lobby 1,Semifinals,1.0,16.0,2.0,7.0,Split_1,APAC_South
2.0,IFPD,81,2,10,4,7,3,15,14,2,Lobby 1,Semifinals,4.0,8.0,4.0,7.0,Split_1,APAC_South
3.0,EMM,57,1,15,2,15,19,0,20,0,Lobby 1,Semifinals,19.0,2.0,11.0,3.0,Split_1,APAC_South
4.0,姐妹花,54,6,1,7,2,14,0,9,6,Lobby 1,Semifinals,2.0,6.0,1.0,9.0,Split_1,APAC_South
5.0,END,43,3,12,16,0,12,2,2,5,Lobby 1,Semifinals,9.0,2.0,18.0,3.0,Split_1,APAC_South
6.0,Systematic,36,12,3,3,4,11,1,5,4,Lobby 1,Semifinals,6.0,6.0,9.0,0.0,Split_1,APAC_South
7.0,Ryz.SEA,34,15,2,10,4,16,0,3,3,Lobby 1,Semifinals,7.0,3.0,6.0,6.0,Split_1,APAC_South
8.0,Just Send It,32,16,3,6,3,5,5,7,0,Lobby 1,Semifinals,5.0,2.0,5.0,1.0,Split_1,APAC_South
9.0,MXT,29,20,0,12,0,9,14,13,6,Lobby 1,Semifinals,20.0,0.0,10.0,3.0,Split_1,APAC_South
10.0,CKB,26,9,3,19,0,10,0,6,5,Lobby 1,Semifinals,3.0,4.0,20.0,0.0,Split_1,APAC_South
11.0,GOB-ARH,23,11,0,14,3,17,0,18,0,Lobby 1,Semifinals,11.0,0.0,3.0,10.0,Split_1,APAC_South
12.0,DNT,21,7,0,20,0,6,2,10,1,Lobby 1,Semifinals,8.0,6.0,15.0,1.0,Split_1,APAC_South
13.0,No Mental,20,5,0,8,0,2,1,15,0,Lobby 1,Semifinals,10.0,1.0,17.0,0.0,Split_1,APAC_South
14.0,DESI,19,8,0,5,5,8,2,17,0,Lobby 1,Semifinals,17.0,1.0,14.0,2.0,Split_1,APAC_South
15.0,Bit of Trolling,19,18,0,9,1,4,1,8,3,Lobby 1,Semifinals,13.0,0.0,7.0,1.0,Split_1,APAC_South
16.0,DVG,18,17,0,11,0,7,3,4,4,Lobby 1,Semifinals,15.0,0.0,12.0,0.0,Split_1,APAC_South
17.0,Soosmar slayer,13,14,3,17,0,20,0,11,1,Lobby 1,Semifinals,12.0,0.0,13.0,5.0,Split_1,APAC_South
18.0,Juiced,7,13,0,15,1,15,0,12,1,Lobby 1,Semifinals,16.0,1.0,16.0,0.0,Split_1,APAC_South
19.0,LVTHN,6,10,0,18,0,13,0,16,0,Lobby 1,Semifinals,14.0,0.0,8.0,0.0,Split_1,APAC_South
20.0,The Legend Pride,2,19,0,13,1,18,0,19,0,Lobby 1,Semifinals,18.0,0.0,19.0,0.0,Split_1,APAC_South
1.0,Antiaa,85,4,6,4,10,4,12,4,7,Lobby 2,Semifinals,1.0,13.0,9.0,3.0,Split_1,APAC_South
2.0,Job Seekers,69,2,5,1,7,5,7,3,5,Lobby 2,Semifinals,12.0,6.0,11.0,5.0,Split_1,APAC_South
3.0,LH,58,9,5,3,12,9,8,15,1,Lobby 2,Semifinals,10.0,3.0,2.0,6.0,Split_1,APAC_South
4.0,HpyRogKut,58,1,8,20,0,3,5,16,0,Lobby 2,Semifinals,13.0,1.0,1.0,12.0,Split_1,APAC_South
5.0,Lowkey,57,3,7,2,6,12,0,9,3,Lobby 2,Semifinals,2.0,5.0,8.0,6.0,Split_1,APAC_South
6.0,BOG,56,5,8,8,4,2,5,2,11,Lobby 2,Semifinals,17.0,0.0,7.0,1.0,Split_1,APAC_South
7.0,DYN,45,12,3,10,4,1,9,13,0,Lobby 2,Semifinals,4.0,3.0,6.0,2.0,Split_1,APAC_South
8.0,DREAM,42,8,1,7,5,14,1,1,13,Lobby 2,Semifinals,18.0,0.0,5.0,0.0,Split_1,APAC_South
9.0,OGL,34,7,0,17,0,7,2,5,6,Lobby 2,Semifinals,14.0,1.0,3.0,7.0,Split_1,APAC_South
10.0,Inferno DRT,30,15,3,11,0,20,0,10,3,Lobby 2,Semifinals,3.0,7.0,4.0,1.0,Split_1,APAC_South
11.0,Multicultural,26,6,2,9,1,8,3,8,3,Lobby 2,Semifinals,6.0,1.0,13.0,3.0,Split_1,APAC_South
12.0,EVO.Supreme,22,14,0,6,2,19,0,7,0,Lobby 2,Semifinals,5.0,8.0,14.0,0.0,Split_1,APAC_South
13.0,SLA,12,18,1,13,2,17,3,11,0,Lobby 2,Semifinals,8.0,1.0,12.0,0.0,Split_1,APAC_South
14.0,Sigma Gamers,11,10,0,5,1,18,1,18,1,Lobby 2,Semifinals,11.0,0.0,16.0,1.0,Split_1,APAC_South
15.0,Miss Click,11,20,0,18,0,13,0,6,2,Lobby 2,Semifinals,9.0,1.0,10.0,0.0,Split_1,APAC_South
16.0,LAG,10,13,0,19,0,10,1,19,1,Lobby 2,Semifinals,7.0,1.0,15.0,0.0,Split_1,APAC_South
17.0,Quentiam,9,19,2,12,2,16,2,12,1,Lobby 2,Semifinals,16.0,0.0,18.0,0.0,Split_1,APAC_South
18.0,GOD OF DREAM,6,16,1,16,0,6,0,14,0,Lobby 2,Semifinals,15.0,0.0,17.0,0.0,Split_1,APAC_South
19.0,X SPLITS,3,11,0,14,0,11,0,17,0,Lobby 2,Semifinals,20.0,0.0,20.0,0.0,Split_1,APAC_South
20.0,Chima,2,17,0,15,0,15,0,20,0,Lobby 2,Semifinals,20.0,0.0,20.0,0.0,Split_1,APAC_South
1.0,Antiaa,95,3,10,3,13,11,2,1,10,Lobby 1,Finals,2.0,5.0,1.0,7.0,Split_1,APAC_South
2.0,MDY.W,84,8,11,1,13,19,0,4,6,Lobby 1,Finals,1.0,18.0,8.0,3.0,Split_1,APAC_South
3.0,CKB,55,7,2,16,0,3,5,2,5,Lobby 1,Finals,4.0,6.0,2.0,4.0,Split_1,APAC_South
4.0,EMM,50,17,4,9,9,1,19,19,0,Lobby 1,Finals,20.0,0.0,11.0,3.0,Split_1,APAC_South
5.0,LH,44,9,1,10,0,8,3,3,7,Lobby 1,Finals,8.0,6.0,5.0,8.0,Split_1,APAC_South
6.0,IFPD,43,18,1,14,5,2,8,10,6,Lobby 1,Finals,12.0,4.0,7.0,3.0,Split_1,APAC_South
7.0,HpyRogKut,38,5,3,4,0,7,3,5,2,Lobby 1,Finals,3.0,2.0,10.0,3.0,Split_1,APAC_South
8.0,DREAM,36,1,12,8,1,5,4,16,1,Lobby 1,Finals,16.0,0.0,20.0,0.0,Split_1,APAC_South
9.0,姐妹花,33,4,6,11,4,14,0,17,1,Lobby 1,Finals,6.0,3.0,6.0,6.0,Split_1,APAC_South
10.0,Job Seekers,27,13,1,7,2,9,0,11,0,Lobby 1,Finals,5.0,3.0,4.0,5.0,Split_1,APAC_South
11.0,OGL,25,12,0,20,0,4,1,7,2,Lobby 1,Finals,18.0,1.0,3.0,5.0,Split_1,APAC_South
12.0,Just Send It,23,11,3,5,4,16,1,13,2,Lobby 1,Finals,7.0,3.0,12.0,0.0,Split_1,APAC_South
13.0,MXT,22,6,0,19,0,20,0,9,6,Lobby 1,Finals,15.0,4.0,14.0,5.0,Split_1,APAC_South
14.0,Systematic,22,16,2,2,2,10,2,12,0,Lobby 1,Finals,14.0,0.0,13.0,2.0,Split_1,APAC_South
15.0,DYN,22,2,4,6,0,18,0,14,0,Lobby 1,Finals,10.0,1.0,9.0,0.0,Split_1,APAC_South
16.0,Ryz.SEA,18,14,3,15,0,15,0,6,7,Lobby 1,Finals,9.0,0.0,16.0,0.0,Split_1,APAC_South
17.0,Lowkey,11,19,0,12,0,12,1,8,2,Lobby 1,Finals,13.0,1.0,17.0,2.0,Split_1,APAC_South
18.0,END,11,10,0,13,2,13,3,15,0,Lobby 1,Finals,17.0,0.0,15.0,0.0,Split_1,APAC_South
19.0,BOG,10,20,1,18,0,6,5,18,0,Lobby 1,Finals,11.0,0.0,19.0,0.0,Split_1,APAC_South
20.0,Inferno DRT,4,15,1,17,0,17,0,20,0,Lobby 1,Finals,19.0,2.0,18.0,0.0,Split_1,APAC_South
1.0,DNZY,59,9,6,15,0,2,14,1,15,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
2.0,JKs,52,5,4,2,13,3,8,12,6,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
3.0,AmK,41,7,3,4,4,1,10,13,3,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
4.0,Soosmar slayer,39,3,3,8,9,17,0,2,9,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
5.0,WARTX,38,2,2,1,7,5,1,6,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
6.0,BLANK,29,1,11,17,0,6,3,16,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
7.0,HAN,28,16,0,3,7,4,7,15,1,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
8.0,LIGJR,24,6,7,14,3,8,3,4,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
9.0,END,23,8,0,5,3,19,0,3,7,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
10.0,HypC,14,11,2,13,0,15,3,8,4,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
11.0,GOD OF DREAM,14,4,5,6,1,16,0,17,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
12.0,Deng,13,13,0,7,0,11,0,5,4,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
13.0,HEIR,11,10,1,10,2,14,0,14,2,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
14.0,SLA,9,15,0,9,1,7,0,9,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
15.0,Quentiam,8,19,0,18,0,12,4,7,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
16.0,MASQ,6,17,4,16,0,18,0,10,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
17.0,INEL,4,12,0,12,0,13,0,18,1,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
18.0,jpeg,4,18,0,11,1,9,0,19,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
19.0,REIGN,4,14,0,19,0,10,0,11,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
1.0,CR4KD,53,15,3,1,10,1,10,9,3,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
2.0,CHILL,51,12,0,4,6,5,6,1,17,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
3.0,SXT,42,5,5,2,9,9,2,4,6,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
4.0,DRG,40,4,4,5,0,4,6,2,7,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
5.0,ASC,39,6,8,15,2,2,10,7,3,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
6.0,MXT,35,16,1,7,14,14,4,3,5,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
7.0,Lowkey,32,1,11,6,6,16,0,18,0,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
8.0,NoC,22,2,4,9,0,7,0,11,3,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
9.0,EMDA,21,3,3,8,2,6,3,12,0,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
10.0,COHA,17,9,2,16,0,3,4,13,1,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
11.0,SOT,14,8,0,11,0,8,5,6,1,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
12.0,Baj,13,7,3,10,1,18,0,5,0,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
13.0,MPEX,13,10,2,3,1,15,0,16,0,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
14.0,MAF,9,18,0,12,0,12,2,8,3,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
15.0,tasi,6,17,0,13,0,13,0,10,2,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
16.0,Unknown,5,13,3,17,0,17,0,14,0,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
17.0,VRG,5,14,1,18,0,10,0,15,0,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
18.0,Kardinals,4,11,0,14,0,11,1,17,0,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
1.0,AVG,69,10,3,1,19,1,14,12,6,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
2.0,AIC WIBU,63,1,17,3,8,2,5,11,4,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
3.0,MWB,43,3,7,2,4,8,4,4,5,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
4.0,okok,38,2,7,7,0,7,2,2,5,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
5.0,HAKA,33,16,0,6,5,16,0,1,13,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
6.0,Sanity,29,4,1,5,3,6,4,3,2,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
7.0,OGL,28,7,1,9,3,5,9,7,3,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
8.0,INX,23,5,4,16,3,3,3,9,0,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
9.0,NOPLAY2,19,13,3,8,5,4,1,10,0,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
10.0,iON,17,9,0,4,0,14,2,6,4,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
11.0,Systematic,14,8,4,17,0,15,2,8,3,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
12.0,BIGG,11,17,0,12,0,11,2,5,3,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
13.0,MEIDO,10,6,1,10,1,10,0,17,1,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
14.0,Prey,6,14,0,13,0,18,0,12,3,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
15.0,heLL,4,18,0,11,0,13,0,14,1,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
16.0,LVTHN,4,12,0,15,1,12,0,16,0,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
17.0,KINDOG,3,15,0,18,0,9,0,18,0,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
18.0,S2N,3,11,0,14,0,17,0,15,0,Lobby 3,Quarterfinals,,,,,Split_2,APAC_South
1.0,姐妹花,74,5,12,4,5,1,13,1,11,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
2.0,END2,55,6,4,1,12,8,19,16,3,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
3.0,September,45,1,7,12,2,13,0,2,13,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
4.0,JET,29,2,4,16,4,12,3,9,6,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
5.0,iONR,29,3,7,6,5,10,0,14,4,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
6.0,Horizon,24,12,3,17,0,7,4,3,6,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
7.0,Incarnate,24,4,2,8,1,3,5,12,1,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
8.0,Chonky Bees,22,13,0,2,7,11,0,5,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
9.0,Phantom,21,9,2,3,2,4,0,7,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
10.0,ZeroTwo,18,17,3,11,4,18,0,4,5,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
11.0,Team Sidai,13,10,1,10,1,5,1,8,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
12.0,dycalz,13,16,0,13,0,2,2,13,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
13.0,gib reps,12,14,0,7,4,9,1,15,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
14.0,Behr,11,7,0,14,3,6,1,18,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
15.0,Monkey Predator,7,8,1,15,0,16,0,6,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
16.0,oWLbEAR,6,18,0,5,0,17,0,10,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
17.0,Speed,4,15,0,9,0,15,0,17,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
18.0,WEEEEEJ,3,11,0,18,0,14,0,11,0,Lobby 4,Quarterfinals,,,,,Split_2,APAC_South
1.0,DNZY,108,1,10,9,9,9,5,5,10,Lobby 1,Semifinals,2.0,18.0,1.0,15.0,Split_2,APAC_South
2.0,JKs,90,8,4,1,11,7,6,3,11,Lobby 1,Semifinals,1.0,13.0,4.0,4.0,Split_2,APAC_South
3.0,MXT,53,18,6,10,7,15,4,14,5,Lobby 1,Semifinals,3.0,9.0,6.0,8.0,Split_2,APAC_South
4.0,CR4KD,43,11,2,13,0,1,7,2,5,Lobby 1,Semifinals,19.0,0.0,8.0,4.0,Split_2,APAC_South
5.0,CHILL,40,4,12,16,3,4,4,16,0,Lobby 1,Semifinals,11.0,2.0,7.0,5.0,Split_2,APAC_South
6.0,WARTX,40,9,4,7,1,5,0,1,11,Lobby 1,Semifinals,13.0,1.0,11.0,0.0,Split_2,APAC_South
7.0,DRG,40,16,2,2,3,8,0,8,4,Lobby 1,Semifinals,10.0,4.0,2.0,3.0,Split_2,APAC_South
8.0,Lowkey,36,2,11,19,0,19,0,7,3,Lobby 1,Semifinals,5.0,6.0,19.0,0.0,Split_2,APAC_South
9.0,AmK,31,20,0,4,4,2,4,9,1,Lobby 1,Semifinals,6.0,2.0,12.0,0.0,Split_2,APAC_South
10.0,SXT,26,3,2,15,0,13,1,19,3,Lobby 1,Semifinals,20.0,0.0,3.0,4.0,Split_2,APAC_South
11.0,Soosmar slayer,26,5,0,5,3,6,1,6,3,Lobby 1,Semifinals,15.0,0.0,13.0,3.0,Split_2,APAC_South
12.0,BLANK,25,7,1,3,4,17,3,10,1,Lobby 1,Semifinals,17.0,1.0,16.0,3.0,Split_2,APAC_South
13.0,ASC,23,17,0,17,1,12,4,17,0,Lobby 1,Semifinals,4.0,1.0,5.0,7.0,Split_2,APAC_South
14.0,END,22,13,0,6,1,3,6,12,0,Lobby 1,Semifinals,14.0,0.0,10.0,0.0,Split_2,APAC_South
15.0,EMDA,15,6,2,8,3,10,2,11,0,Lobby 1,Semifinals,16.0,0.0,20.0,0.0,Split_2,APAC_South
16.0,LIGJR,14,10,0,11,0,16,3,4,1,Lobby 1,Semifinals,9.0,0.0,17.0,0.0,Split_2,APAC_South
17.0,HAN,9,12,0,14,3,11,2,18,0,Lobby 1,Semifinals,18.0,0.0,15.0,0.0,Split_2,APAC_South
18.0,GOD OF DREAM,9,14,0,18,3,14,0,15,0,Lobby 1,Semifinals,12.0,0.0,9.0,0.0,Split_2,APAC_South
19.0,NoC,7,19,0,20,0,20,0,13,0,Lobby 1,Semifinals,7.0,2.0,14.0,0.0,Split_2,APAC_South
20.0,COHA,6,15,0,12,0,18,2,20,0,Lobby 1,Semifinals,8.0,0.0,18.0,0.0,Split_2,APAC_South
1.0,AVG,85,9,4,4,13,1,16,12,9,Lobby 2,Semifinals,1.0,10.0,11.0,0.0,Split_2,APAC_South
2.0,HAKA,74,3,2,3,14,7,0,2,12,Lobby 2,Semifinals,2.0,8.0,8.0,1.0,Split_2,APAC_South
3.0,JET,62,7,6,1,10,9,0,1,7,Lobby 2,Semifinals,9.0,1.0,5.0,3.0,Split_2,APAC_South
4.0,NOPLAY2,48,1,11,6,2,12,2,15,3,Lobby 2,Semifinals,6.0,3.0,9.0,5.0,Split_2,APAC_South
5.0,姐妹花,44,6,4,11,2,4,4,19,0,Lobby 2,Semifinals,12.0,4.0,1.0,8.0,Split_2,APAC_South
6.0,Phantom,43,17,0,2,3,3,5,4,1,Lobby 2,Semifinals,17.0,0.0,4.0,8.0,Split_2,APAC_South
7.0,END2,42,5,6,16,0,11,5,5,12,Lobby 2,Semifinals,11.0,5.0,10.0,2.0,Split_2,APAC_South
8.0,Chonky Bees,33,12,0,7,4,14,0,10,6,Lobby 2,Semifinals,4.0,4.0,15.0,6.0,Split_2,APAC_South
9.0,Horizon,31,10,6,15,4,6,3,14,0,Lobby 2,Semifinals,8.0,9.0,17.0,0.0,Split_2,APAC_South
10.0,AIC WIBU,29,14,2,12,0,16,0,17,0,Lobby 2,Semifinals,5.0,4.0,2.0,8.0,Split_2,APAC_South
11.0,iONR,29,19,0,17,0,8,3,11,0,Lobby 2,Semifinals,3.0,6.0,3.0,3.0,Split_2,APAC_South
12.0,OGL,28,4,4,5,1,15,0,8,3,Lobby 2,Semifinals,15.0,0.0,6.0,4.0,Split_2,APAC_South
13.0,okok,24,16,0,10,3,2,3,6,2,Lobby 2,Semifinals,14.0,0.0,13.0,0.0,Split_2,APAC_South
14.0,ZeroTwo,23,11,0,14,0,5,8,7,1,Lobby 2,Semifinals,20.0,1.0,12.0,3.0,Split_2,APAC_South
15.0,INX,21,2,7,18,0,10,3,16,0,Lobby 2,Semifinals,16.0,0.0,19.0,0.0,Split_2,APAC_South
16.0,Sanity,17,15,0,13,0,20,0,3,2,Lobby 2,Semifinals,7.0,3.0,20.0,0.0,Split_2,APAC_South
17.0,September,15,18,0,19,0,13,3,9,0,Lobby 2,Semifinals,18.0,0.0,7.0,6.0,Split_2,APAC_South
18.0,MWB,15,8,4,9,2,18,2,18,0,Lobby 2,Semifinals,10.0,0.0,14.0,0.0,Split_2,APAC_South
19.0,iON,5,20,0,8,0,19,1,13,1,Lobby 2,Semifinals,19.0,0.0,18.0,0.0,Split_2,APAC_South
20.0,Incarnate,2,13,0,20,0,17,0,20,0,Lobby 2,Semifinals,13.0,0.0,16.0,0.0,Split_2,APAC_South
1.0,AVG,99,4,4,1,16,13,4,3,9,Lobby 1,Finals,4.0,11.0,2.0,16.0,Split_2,APAC_South
2.0,DNZY,57,1,16,8,5,17,3,10,7,Lobby 1,Finals,3.0,3.0,20.0,0.0,Split_2,APAC_South
3.0,CHILL,53,20,0,13,0,16,0,1,5,Lobby 1,Finals,5.0,4.0,1.0,15.0,Split_2,APAC_South
4.0,Horizon,47,2,9,11,2,8,2,7,0,Lobby 1,Finals,2.0,6.0,15.0,3.0,Split_2,APAC_South
5.0,AIC WIBU,44,9,4,2,3,14,3,2,8,Lobby 1,Finals,11.0,0.0,5.0,0.0,Split_2,APAC_South
6.0,JET,44,8,4,4,5,18,0,14,1,Lobby 1,Finals,1.0,6.0,3.0,1.0,Split_2,APAC_South
7.0,JKs,41,11,3,9,3,3,7,11,1,Lobby 1,Finals,10.0,4.0,8.0,8.0,Split_2,APAC_South
8.0,姐妹花,38,17,0,19,0,1,8,4,2,Lobby 1,Finals,9.0,3.0,10.0,4.0,Split_2,APAC_South
9.0,HAKA,35,5,3,10,3,5,5,8,2,Lobby 1,Finals,8.0,8.0,18.0,0.0,Split_2,APAC_South
10.0,Chonky Bees,29,16,2,3,2,7,4,6,4,Lobby 1,Finals,6.0,0.0,12.0,0.0,Split_2,APAC_South
11.0,CR4KD,26,10,3,12,0,6,9,9,1,Lobby 1,Finals,14.0,3.0,13.0,0.0,Split_2,APAC_South
12.0,AmK,25,13,1,5,8,2,2,19,0,Lobby 1,Finals,16.0,0.0,17.0,0.0,Split_2,APAC_South
13.0,Phantom,24,3,2,14,0,12,0,5,4,Lobby 1,Finals,19.0,0.0,6.0,2.0,Split_2,APAC_South
14.0,END2,20,14,4,18,1,19,0,17,5,Lobby 1,Finals,17.0,4.0,14.0,4.0,Split_2,APAC_South
15.0,DRG,19,7,0,17,0,4,2,12,1,Lobby 1,Finals,12.0,0.0,4.0,1.0,Split_2,APAC_South
16.0,WARTX,17,18,0,6,0,9,2,15,0,Lobby 1,Finals,18.0,0.0,7.0,6.0,Split_2,APAC_South
17.0,MXT,16,19,2,7,6,10,3,20,0,Lobby 1,Finals,20.0,0.0,19.0,0.0,Split_2,APAC_South
18.0,Lowkey,13,6,0,16,1,15,1,13,3,Lobby 1,Finals,13.0,1.0,11.0,0.0,Split_2,APAC_South
19.0,SXT,12,12,0,20,0,20,0,18,2,Lobby 1,Finals,7.0,4.0,9.0,0.0,Split_2,APAC_South
20.0,NOPLAY2,11,15,1,15,3,11,1,16,0,Lobby 1,Finals,15.0,2.0,16.0,0.0,Split_2,APAC_South
1.0,AVG,71,1,19,6,10,3,6,4,9,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
2.0,KMF,46,2,7,11,5,5,13,12,6,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
3.0,Bots,42,6,7,3,1,1,8,13,3,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
4.0,HAKA,41,4,2,13,7,4,8,2,4,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
5.0,Lowkey,38,9,2,1,8,2,3,8,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
6.0,INX,35,8,1,8,1,6,1,1,13,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
7.0,REIGN,25,3,3,10,3,8,3,9,3,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
8.0,Sanity,24,13,0,2,6,18,0,5,4,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
9.0,Juiced,18,5,3,7,1,14,2,7,1,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
10.0,Systematic,17,10,2,5,5,11,0,10,1,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
11.0,Chonky Bees,16,18,3,18,0,9,5,6,3,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
12.0,CHAWDOY,10,19,0,16,0,10,0,3,1,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
13.0,GVG,9,7,3,14,1,15,0,0,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
14.0,LGC,8,16,0,4,1,16,1,15,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
15.0,FRJ,6,12,0,17,1,7,0,14,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
16.0,NOPLAY2,5,11,0,15,0,17,3,16,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
17.0,Monkey Predator,5,15,0,9,0,12,0,11,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
18.0,SLA,3,14,0,19,0,13,1,17,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
19.0,S2N,1,17,0,12,0,19,0,0,0,Lobby 1,Quarterfinals,,,,,Split_2,APAC_South
1.0,GSUB,42,0,0,12,3,15,3,1,22,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
2.0,MAGL,40,1,12,8,0,5,8,12,1,Lobby 2,Quarterfinals,,,,,Split_2,APAC_South
