,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,DM,71,71
1,2.0,WLS,50,50
2,3.0,24K,46,46
3,4.0,TRIHARD,33,33
4,5.0,BountyHunterGG,31,31
5,6.0,iEnvy,28,28
6,7.0,VALUE TEAM,28,28
7,8.0,NotoriousFamily,25,25
8,9.0,Reakless,21,21
9,10.0,6bnt,21,21
10,11.0,Let’s Carry This,15,15
11,12.0,Fluffy Bunnies,14,14
12,13.0,DUNDER,10,10
13,14.0,Ebic Snake Dewds,7,7
14,15.0,DoT-ger,6,6
15,16.0,FriendsofBoomers,5,5
16,17.0,Space Renegades,4,4
17,18.0,Casuals4Fun,4,4
