,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,TREX,100,100
1,2.0,Illuminary FTW,38,38
2,3.0,Lunar,31,31
3,4.0,TURKs,28,28
4,5.0,NoWay XBox,27,27
5,6.0,NurzethexStyleS,27,27
6,7.0,Peak Performerz,25,25
7,8.0,uwuowoboys,24,24
8,9.0,Carnage,17,17
9,10.0,TRS Clan,16,16
10,11.0,WeHaveNoLives,15,15
11,12.0,KYKLOS,13,13
12,13.0,Last Light,13,13
13,14.0,DSI,13,13
14,15.0,SkyFam,12,12
15,16.0,Apes Legends,9,9
16,17.0,ottr Plus 2,5,5
17,18.0,The Clumdogs,3,3
