,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,ETH,57,57
1,2.0,Pepegi,46,46
2,3.0,PXL,43,43
3,4.0,LegionF,38,38
4,5.0,no team name,35,35
5,6.0,PauseChamps,33,33
6,7.0,3turrets1brain,26,26
7,8.0,KOMANDA A,23,23
8,9.0,Senshi,20,20
9,10.0,WARM Esport,18,18
10,11.0,work hard money,17,17
11,12.0,Yeboi Gaming,15,15
12,13.0,Ignite,13,13
13,14.0,WHO,12,12
14,15.0,TASS,7,7
15,16.0,AYCEE,4,4
16,17.0,Pog Frog,3,3
17,18.0,AP827926,0,0
