,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Apex Who Dis,47,47
1,2.0,PunX,46,46
2,3.0,GVG,42,42
3,4.0,LGN,41,41
4,5.0,ARIS,37,37
5,6.0,Mat For Victory,31,31
6,7.0,EFG,26,26
7,8.0,Xaler,25,25
8,9.0,KJT,25,25
9,10.0,Crying our best,20,20
10,11.0,qoud vera Genus,16,16
11,12.0,NyanPasu,15,15
12,13.0,789Academy,11,11
13,14.0,Takavid,7,7
14,15.0,THE OLD MEN,7,7
15,16.0,Team AeS,3,3
16,17.0,1YEP6,2,2
17,18.0,Renaissance,2,2
