,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,RD,75,75
1,2.0,Sheriffs,63,63
2,3.0,signelunaire,51,51
3,4.0,Team Volpid,35,35
4,5.0,NXB,32,32
5,6.0,Nuclear Apes,28,28
6,7.0,Kvasna,24,24
7,8.0,Vain,20,20
8,9.0,Lagom,19,19
9,10.0,Wellenförmig™,18,18
10,11.0,Južni Vetar Gas,10,10
11,12.0,Hookahge,8,8
12,13.0,Wait For Top 6 A,7,7
13,14.0,Insane Vecchio,7,7
14,15.0,FloWenZ Esports,6,6
15,16.0,Tankiii,5,5
16,17.0,Bulba Power,2,2
17,18.0,Los Pinguinos,0,0
