,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,PRSTS,63,63
1,2.0,Ragshack Bangers,58,58
2,3.0,ThatsaYouProblem,42,42
3,4.0,CHI,37,37
4,5.0,Explosion,31,31
5,6.0,Beams Only,26,26
6,7.0,fifth grader,26,26
7,8.0,Exiled,23,23
8,9.0,SCBS,21,21
9,10.0,KIMADAZ,21,21
10,11.0,SVR,16,16
11,12.0,Skill Gap,9,9
12,13.0,DidzGhiott,9,9
13,14.0,SA Legends,8,8
14,15.0,Kids With Candy,5,5
15,16.0,Noobs In Town,4,4
16,17.0,Ovar Esport,2,2
