,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Nooobix,69,69
1,2.0,Plombralicious,45,45
2,3.0,GOD,42,42
3,4.0,SCTA,35,35
4,5.0,Sxercise,33,33
5,6.0,RAT,30,30
6,7.0,K1CK,29,29
7,8.0,SUETA,25,25
8,9.0,Controller City,19,19
9,10.0,SPL,18,18
10,11.0,KsT Team,16,16
11,12.0,SHEESH,12,12
12,13.0,AilTéTé,12,12
13,14.0,Misfits,9,9
14,15.0,Duck Goes Quack,7,7
15,16.0,3GallicRoosters,6,6
16,17.0,Shieldmaiden,5,5
17,18.0,SS,4,4
