,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 23, 2021 - 12:00 BRTWorld's Edge Sunset raven's NE1 ROCKETZ TEAM","Round 1 Round 1 October 23, 2021 - 12:00 BRTWorld's Edge Sunset raven's NE1 ROCKETZ TEAM","Round 2 Round 2 October 23, 2021 - 12:30 BRTWorld's Edge ALFA WARRIORS TBG ESPORTS Sobek","Round 2 Round 2 October 23, 2021 - 12:30 BRTWorld's Edge ALFA WARRIORS TBG ESPORTS Sobek","Round 3 Round 3 October 23, 2021 - 13:00 BRTWorld's Edge Sunset raven's NE1 Sobek","Round 3 Round 3 October 23, 2021 - 13:00 BRTWorld's Edge Sunset raven's NE1 Sobek","Round 4 Round 4 October 23, 2021 - 13:30 BRTWorld's Edge ALFA WARRIORS Brotherhood PPEX","Round 4 Round 4 October 23, 2021 - 13:30 BRTWorld's Edge ALFA WARRIORS Brotherhood PPEX","Round 5 Round 5 October 23, 2021 - 14:00 BRTWorld's Edge Sunset raven's AsheTeam UltiMaTuM","Round 5 Round 5 October 23, 2021 - 14:00 BRTWorld's Edge Sunset raven's AsheTeam UltiMaTuM","Round 6 Round 6 October 23, 2021 - 14:30 BRTWorld's Edge Sobek Brotherhood NE1","Round 6 Round 6 October 23, 2021 - 14:30 BRTWorld's Edge Sobek Brotherhood NE1"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,SST,92,1,15,7,2,1,13,5,5,1,10,8,2
1,2.0,ALFA WARRIORS,65,4,1,1,14,12,1,1,14,13,0,15,3
2,3.0,BTH,64,8,2,6,10,10,1,2,7,6,5,2,11
3,4.0,Sobek,62,7,6,3,4,4,2,9,2,14,6,1,12
4,5.0,NE1,42,2,1,12,0,2,9,16,0,5,1,3,1
5,6.0,Spartan Warriors,41,5,2,10,3,3,2,4,2,9,5,4,2
6,7.0,AsheTeam,37,12,1,13,0,9,7,17,3,2,8,7,2
7,8.0,UltiMaTuM,32,9,4,9,6,8,0,14,0,3,5,14,2
8,9.0,PPEX,28,10,0,5,0,16,0,3,0,4,3,5,3
9,10.0,ROCKETZ TEAM,27,3,9,11,1,18,0,15,3,10,0,6,0
10,11.0,3g3Team,23,15,3,4,1,7,0,18,0,11,2,11,6
11,12.0,Mystical,23,6,1,8,1,11,2,8,5,12,2,10,1
12,13.0,PoliShopu,22,13,3,15,2,13,6,10,0,7,3,16,0
13,14.0,TBG,19,17,0,2,3,17,0,6,1,8,1,17,0
14,15.0,Seven,17,11,0,18,0,5,4,7,5,16,0,18,0
15,16.0,QUAS,9,19,0,17,0,14,0,13,1,15,0,9,3
16,17.0,KPS,6,14,0,16,0,6,0,12,0,17,0,12,0
17,18.0,TheArrechos,5,18,0,14,0,15,0,11,1,18,0,13,0
18,19.0,DEATH KILL BR,0,16,0,20,0,20,0,20,0,20,0,20,0
