Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,RL,61,2,6,2,10,5,2,1,9
2.0,TDG,50,5,5,8,3,2,11,2,7
3.0,Inspired,37,1,9,14,3,10,0,4,5
4.0,ING,35,17,2,16,0,3,11,3,8
5.0,Raw Material,33,13,3,17,4,1,8,5,1
6.0,OA,31,6,8,9,5,15,2,7,7
7.0,ChayKayJay,26,12,0,1,11,11,1,16,0
8.0,UORG,26,3,2,3,6,13,0,9,1
9.0,OFM,24,4,7,11,0,16,3,6,5
10.0,Boston Monsters,23,10,0,5,3,4,6,15,2
11.0,TS,16,8,4,12,6,12,0,8,0
12.0,Sussy Bakas,13,7,4,19,0,14,2,11,2
13.0,Revenge,12,14,1,18,2,9,1,14,4
14.0,Spacelanders,12,16,0,7,4,7,1,12,0
15.0,SLS,10,15,0,4,1,17,0,10,1
16.0,The leftovers,8,18,0,6,0,6,2,17,0
17.0,ill,7,9,2,20,0,18,0,13,2
18.0,Skill Blind,5,11,0,15,0,8,1,18,0
19.0,ZooWeeMama,3,19,2,13,0,19,0,19,0
20.0,Compulsive,2,20,0,10,0,20,0,20,0
