Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Horizon,50,9,8,11,4,3,13,6,12
2.0,JET,45,10,2,2,10,5,5,4,8
3.0,MWB,44,5,4,1,10,16,5,5,5
4.0,BIGG,40,1,11,10,0,6,0,2,3
5.0,MDYB,35,14,6,20,3,2,15,20,1
6.0,MLG,34,2,3,5,4,7,6,9,3
7.0,INX,33,3,5,8,5,9,1,3,4
8.0,RYU,29,16,3,19,0,8,0,1,12
9.0,VG,24,12,0,9,3,1,5,14,0
10.0,CHILL,21,15,0,6,8,12,6,12,1
11.0,LOAF,18,7,1,7,3,4,2,18,1
12.0,Overclocked,14,6,3,4,0,13,1,13,0
13.0,RTB BFH,12,8,5,17,0,20,0,8,3
14.0,HEAVEN,12,19,0,3,2,18,0,10,1
15.0,KHT,8,11,3,13,2,15,0,16,0
16.0,REIGN,6,18,0,16,0,14,2,7,0
17.0,Baj,6,4,1,18,0,17,0,19,0
18.0,MP,5,17,0,14,0,10,2,17,0
19.0,CHAPS,4,13,0,15,0,11,0,15,0
20.0,Saint,3,20,0,12,0,19,0,11,1
