Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,NaresuanSniper,57,1,8,2,3,10,1,1,10,Lobby 1
2.0,Pavlova,53,2,8,3,7,4,6,5,7,Lobby 1
3.0,WAT,43,3,6,1,12,9,3,12,0,Lobby 1
4.0,TX,41,4,3,7,3,6,4,4,15,Lobby 1
5.0,JOKO,26,11,0,11,3,1,6,7,0,Lobby 1
6.0,StrawberryJam,26,5,0,4,3,3,4,9,1,Lobby 1
7.0,Fogyo City,23,8,0,5,0,5,4,2,0,Lobby 1
8.0,LAG,19,7,3,9,0,2,0,11,1,Lobby 1
9.0,FLRV,17,12,0,6,0,8,3,3,1,Lobby 1
10.0,a搞耍小隊,13,6,3,12,0,7,0,6,0,Lobby 1
11.0,GOB,10,9,3,10,0,12,0,10,0,Lobby 1
12.0,team garong,7,10,0,8,0,11,0,8,0,Lobby 1
13.0,SmoothOperators,0,20,0,20,0,20,0,20,0,Lobby 1
1.0,April,75,10,3,5,12,1,20,2,13,Lobby 2
2.0,IFPD,60,2,11,1,15,9,3,4,3,Lobby 2
3.0,Team Shinigami,28,13,0,8,1,3,1,1,4,Lobby 2
4.0,RL.IXiA,27,12,1,7,2,5,2,3,7,Lobby 2
5.0,Losin Control,27,3,5,2,3,10,0,14,0,Lobby 2
6.0,INF,26,8,4,11,0,6,11,7,2,Lobby 2
7.0,SkarptSinne,24,1,5,13,0,13,0,9,3,Lobby 2
8.0,Astreaks Gaming,22,7,4,6,1,2,0,10,0,Lobby 2
9.0,OGL,19,6,6,12,0,4,1,6,0,Lobby 2
10.0,TEAM MIRACLE,19,9,0,3,2,14,0,5,3,Lobby 2
11.0,NOPLAY2,18,4,1,4,1,8,0,12,3,Lobby 2
12.0,AfterMidnightG,11,5,1,10,0,7,0,13,0,Lobby 2
13.0,NoWaifuNoLaifu,7,14,0,9,1,11,0,8,0,Lobby 2
14.0,hello nihao,6,11,1,14,0,12,0,11,1,Lobby 2
1.0,MDY,72,1,21,3,11,6,11,6,4,Lobby 3
2.0,SNG,53,12,0,1,11,3,3,4,14,Lobby 3
3.0,NMLS,36,5,4,2,3,10,0,2,5,Lobby 3
4.0,RebellioN,35,7,0,4,3,7,3,1,6,Lobby 3
5.0,BOG,30,2,2,6,3,9,0,3,4,Lobby 3
6.0,Antiaa,29,4,1,5,0,1,6,11,0,Lobby 3
7.0,AU REVENGE,27,9,0,8,1,2,9,12,3,Lobby 3
8.0,EVOS,22,3,0,12,3,5,3,7,1,Lobby 3
9.0,NRD,13,6,0,10,0,4,1,9,0,Lobby 3
10.0,GOD OF DREAM,11,11,3,11,1,13,0,5,0,Lobby 3
11.0,JmiiiiFazyWeebi,9,8,3,13,0,12,0,8,0,Lobby 3
12.0,Team Lockdown,8,13,0,7,0,8,0,10,0,Lobby 3
13.0,Lags Fault,6,10,0,9,0,11,0,13,0,Lobby 3
1.0,MBTN,78,1,10,2,6,4,13,1,11,Lobby 4
2.0,HeadHunters,53,2,6,3,9,1,9,13,0,Lobby 4
3.0,4Thumbs1Arm,49,3,5,1,8,2,7,14,0,Lobby 4
4.0,Warsoul Hammer,42,6,2,6,2,5,4,2,15,Lobby 4
5.0,60 Hurtz,22,4,0,4,1,11,0,3,3,Lobby 4
6.0,PWLS,17,7,8,12,1,9,0,12,1,Lobby 4
7.0,Kopi,17,5,0,10,0,3,0,11,3,Lobby 4
8.0,RJININ,15,9,1,5,3,12,2,10,0,Lobby 4
9.0,INF,14,8,0,7,4,10,0,7,0,Lobby 4
10.0,Elegants,12,13,0,14,0,6,1,5,2,Lobby 4
11.0,Conquerors,12,10,0,8,2,7,0,6,0,Lobby 4
12.0,Informal Squad,9,12,2,11,0,8,1,8,0,Lobby 4
13.0,GOB Valhalla,9,14,0,13,0,14,0,4,1,Lobby 4
14.0,Speed,7,11,0,9,1,13,0,9,0,Lobby 4
1.0,GS,71,4,10,3,10,3,6,1,14,Lobby 5
2.0,DSG,46,5,5,5,0,1,8,4,8,Lobby 5
3.0,Multicultural,41,11,0,1,9,2,6,10,2,Lobby 5
4.0,Easy AF!,31,2,2,8,3,7,6,5,2,Lobby 5
5.0,South Cartel,31,1,8,9,0,4,2,8,0,Lobby 5
6.0,PG,26,12,3,2,5,6,3,9,0,Lobby 5
7.0,END,25,6,4,7,0,8,1,3,5,Lobby 5
8.0,The Desi Boys,17,9,0,11,0,9,0,2,3,Lobby 5
9.0,Keep it 100,16,3,0,6,2,11,0,6,0,Lobby 5
10.0,Nostalgic,13,13,0,4,5,12,0,11,0,Lobby 5
11.0,InfernoDSC,12,8,0,13,0,5,4,12,0,Lobby 5
12.0,clanGH0ST,11,10,0,10,0,10,0,7,2,Lobby 5
13.0,DDYM,7,7,1,12,0,13,0,13,0,Lobby 5
1.0,WGGxPK,46,12,1,1,6,1,12,11,1,Lobby 6
2.0,DYN,44,3,7,6,8,7,6,7,7,Lobby 6
3.0,RL.XV,37,5,5,2,14,9,1,8,0,Lobby 6
4.0,EVO.Shadow,36,10,0,3,9,2,7,10,0,Lobby 6
5.0,QE.NY,32,8,7,5,1,6,1,5,10,Lobby 6
6.0,OC,32,1,8,10,0,10,3,9,3,Lobby 6
7.0,September,30,2,4,13,0,5,2,2,1,Lobby 6
8.0,DESI,27,14,0,7,0,11,3,1,7,Lobby 6
9.0,IRATCHAIMAZE,16,7,4,9,0,13,0,6,3,Lobby 6
10.0,tXt,15,11,0,8,0,3,0,4,0,Lobby 6
11.0,Nitrogen Oxide,14,6,0,20,0,20,0,3,4,Lobby 6
12.0,GOB boomers,9,9,0,12,0,4,0,12,0,Lobby 6
13.0,VENOM KNF,9,13,0,4,0,8,0,14,0,Lobby 6
14.0,MimpiSMP,8,4,0,11,0,12,0,13,0,Lobby 6
1.0,DNZ,69,4,6,9,6,2,13,1,16,Lobby 7
2.0,AMG TW,53,9,3,1,17,3,5,7,4,Lobby 7
3.0,WHIZ,44,1,17,11,0,11,2,2,2,Lobby 7
4.0,EVO BERZ,43,8,1,2,10,1,7,10,0,Lobby 7
5.0,Yang baca jelek,36,5,6,4,1,4,5,6,7,Lobby 7
6.0,SLK,26,2,0,3,0,9,1,5,3,Lobby 7
7.0,Team Psycho,15,6,0,6,1,5,3,13,0,Lobby 7
8.0,Vaczer Esport,15,3,3,13,0,13,1,8,0,Lobby 7
9.0,Triple Threat OG,15,12,0,5,0,10,0,3,1,Lobby 7
10.0,Happy To Be Here,11,13,0,10,1,8,0,4,0,Lobby 7
11.0,Triple Cobra,10,7,0,7,0,7,0,12,0,Lobby 7
12.0,WINGS,8,10,0,12,0,12,0,11,3,Lobby 7
13.0,GaleottoD4C,8,11,0,8,0,6,0,9,0,Lobby 7
1.0,WGG,68,1,9,10,7,2,16,5,9,Lobby 8
2.0,DREAM,48,2,8,8,1,12,0,1,15,Lobby 8
3.0,Estrell,37,4,5,5,2,10,3,2,7,Lobby 8
4.0,Quentiam,36,11,2,1,9,5,0,6,5,Lobby 8
5.0,BTCxWGG,31,3,6,14,0,9,4,3,4,Lobby 8
6.0,Exusiai,30,13,0,3,3,1,5,10,0,Lobby 8
7.0,Teriyaki Boyz,25,5,3,4,5,8,0,4,1,Lobby 8
8.0,Boink Gang,24,8,3,2,8,14,0,14,0,Lobby 8
9.0,Rogue_One,21,7,1,6,0,3,6,11,0,Lobby 8
10.0,Hardstuck D4,20,6,1,11,3,7,6,7,0,Lobby 8
11.0,Prey,14,10,0,7,0,4,2,9,0,Lobby 8
12.0,Freedom,6,9,0,13,1,11,0,13,0,Lobby 8
13.0,Waht Are WeDoing,6,14,0,12,0,6,0,12,0,Lobby 8
14.0,Saint,6,12,0,9,0,13,0,8,0,Lobby 8
