,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 25, 2021 - 16:40 SGTWorld's Edge HeadHunters NaresuanSniper MDY","Round 1 Round 1 September 25, 2021 - 16:40 SGTWorld's Edge HeadHunters NaresuanSniper MDY","Round 2 Round 2 September 25, 2021 - 17:15 SGTWorld's Edge MDY MBT.NAGA SnG","Round 2 Round 2 September 25, 2021 - 17:15 SGTWorld's Edge MDY MBT.NAGA SnG","Round 3 Round 3 September 25, 2021 - 17:50 SGTWorld's Edge MBT.NAGA SnG BOSS GOLD","Round 3 Round 3 September 25, 2021 - 17:50 SGTWorld's Edge MBT.NAGA SnG BOSS GOLD","Round 4 Round 4 September 25, 2021 - 18:25 SGTWorld's Edge Warsoul Hammer SnG Pavlova","Round 4 Round 4 September 25, 2021 - 18:25 SGTWorld's Edge Warsoul Hammer SnG Pavlova","Round 5 Round 5 September 25, 2021 - 19:00 SGTWorld's Edge MDY MBT.NAGA XSpark","Round 5 Round 5 September 25, 2021 - 19:00 SGTWorld's Edge MDY MBT.NAGA XSpark","Round 6 Round 6 September 25, 2021 - 19:35 SGTWorld's Edge MBT.NAGA Powerless 4Thumbs1Arm","Round 6 Round 6 September 25, 2021 - 19:35 SGTWorld's Edge MBT.NAGA Powerless 4Thumbs1Arm"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,MDY,93,3,9,1,14,11,11,16,0,1,21,15,5
1,2.0,MBTN,77,9,0,2,1,1,13,5,1,2,6,1,8
2,3.0,SNG,55,19,1,3,8,2,4,2,9,4,0,6,0
3,4.0,PWLS,52,6,1,11,1,5,9,9,1,6,5,2,13
4,5.0,April,50,12,5,6,6,6,7,7,4,5,2,5,8
5,6.0,TX,38,16,3,4,7,17,3,12,3,3,8,13,0
6,7.0,Warsoul Hammer,38,11,3,19,0,4,4,1,8,8,3,18,0
7,8.0,NaresuanSniper,37,2,9,9,6,15,2,14,3,10,0,16,2
8,9.0,HeadHunters,37,1,12,14,2,7,2,15,0,14,2,14,0
9,10.0,Pavlova,31,8,0,10,0,19,0,3,6,13,2,4,6
10,11.0,IFPD,30,5,4,7,5,14,3,19,0,9,0,10,6
11,12.0,RL.IXiA,25,14,3,13,0,8,0,4,8,15,0,12,3
12,13.0,4Thumbs1Arm,23,13,0,17,0,18,0,6,2,12,4,3,5
13,14.0,WAT,19,7,3,8,4,10,0,17,3,11,0,11,0
14,15.0,BOG,16,4,1,15,1,3,0,13,0,18,0,20,0
15,16.0,INF,12,15,0,16,0,12,0,10,6,17,0,8,0
16,17.0,RJININ,10,10,1,12,0,20,0,8,3,20,1,17,0
17,18.0,StrawberryJam,10,18,0,5,2,13,0,18,0,16,0,9,1
18,19.0,OGL,10,20,0,20,0,9,0,11,0,7,0,7,1
19,20.0,60 Hurtz,0,17,0,18,0,16,0,20,0,19,0,19,0
