Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,AVG,99,4,4,1,16,13,4,3,9,4,11,2,16,Lobby 1
2.0,DNZY,57,1,16,8,5,17,3,10,7,3,3,20,0,Lobby 1
3.0,CHILL,53,20,0,13,0,16,0,1,5,5,4,1,15,Lobby 1
4.0,Horizon,47,2,9,11,2,8,2,7,0,2,6,15,3,Lobby 1
5.0,AIC WIBU,44,9,4,2,3,14,3,2,8,11,0,5,0,Lobby 1
6.0,JET,44,8,4,4,5,18,0,14,1,1,6,3,1,Lobby 1
7.0,JKs,41,11,3,9,3,3,7,11,1,10,4,8,8,Lobby 1
8.0,姐妹花,38,17,0,19,0,1,8,4,2,9,3,10,4,Lobby 1
9.0,HAKA,35,5,3,10,3,5,5,8,2,8,8,18,0,Lobby 1
10.0,Chonky Bees,29,16,2,3,2,7,4,6,4,6,0,12,0,Lobby 1
11.0,CR4KD,26,10,3,12,0,6,9,9,1,14,3,13,0,Lobby 1
12.0,AmK,25,13,1,5,8,2,2,19,0,16,0,17,0,Lobby 1
13.0,Phantom,24,3,2,14,0,12,0,5,4,19,0,6,2,Lobby 1
14.0,END2,20,14,4,18,1,19,0,17,5,17,4,14,4,Lobby 1
15.0,DRG,19,7,0,17,0,4,2,12,1,12,0,4,1,Lobby 1
16.0,WARTX,17,18,0,6,0,9,2,15,0,18,0,7,6,Lobby 1
17.0,MXT,16,19,2,7,6,10,3,20,0,20,0,19,0,Lobby 1
18.0,Lowkey,13,6,0,16,1,15,1,13,3,13,1,11,0,Lobby 1
19.0,SXT,12,12,0,20,0,20,0,18,2,7,4,9,0,Lobby 1
20.0,NOPLAY2,11,15,1,15,3,11,1,16,0,15,2,16,0,Lobby 1
