Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,VOID,52,2,10,2,14,4,0,11,4,Lobby 1
2.0,ShameAssist,45,5,3,1,12,11,2,8,9,Lobby 1
3.0,WING,42,3,16,9,9,17,0,7,5,Lobby 1
4.0,AE,42,4,7,6,0,1,12,16,3,Lobby 1
5.0,CIMJ,40,6,4,7,6,15,1,1,10,Lobby 1
6.0,TPM,35,7,4,16,0,3,10,2,2,Lobby 1
7.0,Anarchy,28,1,5,8,1,10,3,9,1,Lobby 1
8.0,TAG NA,24,12,0,15,0,7,9,3,3,Lobby 1
9.0,BF,19,10,0,17,2,2,6,20,0,Lobby 1
10.0,TRP,18,8,2,19,0,5,3,6,4,Lobby 1
11.0,North,16,20,0,3,4,20,0,5,1,Lobby 1
12.0,CPS,12,17,0,10,4,6,0,19,3,Lobby 1
13.0,Xile,12,18,1,18,0,13,3,4,2,Lobby 1
14.0,Revenge,10,16,0,12,1,12,6,17,1,Lobby 1
15.0,ZERO,10,13,1,14,0,8,1,18,4,Lobby 1
16.0,Floofgang,10,14,0,5,0,16,1,10,2,Lobby 1
17.0,BMM,10,19,1,4,0,9,0,15,1,Lobby 1
18.0,OnTheRocks,9,9,3,11,2,18,0,14,0,Lobby 1
19.0,FIT,6,11,0,20,0,14,0,12,3,Lobby 1
20.0,Devil's Rejects,5,15,0,13,1,19,0,13,1,Lobby 1
1.0,ING,68,1,12,9,2,1,12,3,9,Lobby 2
2.0,rats,60,7,13,7,15,5,10,7,9,Lobby 2
3.0,LVI,45,2,8,10,3,9,3,2,9,Lobby 2
4.0,AST,37,17,3,1,17,20,0,16,5,Lobby 2
5.0,trippin,33,3,5,19,0,2,12,17,0,Lobby 2
6.0,UORG,30,11,3,14,3,16,0,1,10,Lobby 2
7.0,HC,26,9,0,2,7,4,1,9,0,Lobby 2
8.0,SDO,23,8,3,6,1,3,6,12,0,Lobby 2
9.0,RAWR,19,16,0,4,0,11,2,4,6,Lobby 2
10.0,ChadP,19,5,1,3,4,13,0,8,0,Lobby 2
11.0,ABW,18,14,0,8,1,6,6,5,1,Lobby 2
12.0,ZooWeeMama,16,4,5,15,3,17,0,10,0,Lobby 2
13.0,Prodigy,11,15,0,5,0,7,2,15,0,Lobby 2
14.0,UNDD,9,10,1,11,0,14,0,6,1,Lobby 2
15.0,Landry,8,6,1,16,0,10,0,11,1,Lobby 2
16.0,TMW,6,20,0,20,0,15,2,18,3,Lobby 2
17.0,Revised,4,18,0,18,0,19,0,13,3,Lobby 2
18.0,JustSomeNewGuys,4,13,0,12,1,12,0,19,0,Lobby 2
19.0,Synergy,3,12,0,13,1,18,0,20,0,Lobby 2
20.0,Vulpes,3,19,0,17,0,8,0,14,0,Lobby 2
1.0,HVND,91,4,5,1,9,1,22,2,17,Lobby 3
2.0,CONT,65,2,6,3,14,4,3,1,9,Lobby 3
3.0,CCE UCX,40,1,14,4,6,19,3,20,0,Lobby 3
4.0,MM,32,20,0,6,6,2,10,13,3,Lobby 3
5.0,EX,25,3,2,9,0,5,3,8,5,Lobby 3
6.0,OYO,21,13,4,18,0,15,1,3,7,Lobby 3
7.0,ZLB,20,5,4,5,5,9,0,15,0,Lobby 3
8.0,CDE,17,17,0,2,6,17,0,16,2,Lobby 3
9.0,ill,16,11,4,7,0,10,1,6,2,Lobby 3
10.0,RLP,16,7,1,10,0,3,3,17,0,Lobby 3
11.0,CAA,15,8,5,19,0,20,0,4,3,Lobby 3
12.0,Hotdoggers,15,10,2,16,0,6,0,5,4,Lobby 3
13.0,cleevlund roxs,12,6,3,12,0,12,0,9,2,Lobby 3
14.0,trash,10,12,0,11,4,11,2,12,0,Lobby 3
15.0,Them Boiz,10,15,1,20,0,7,4,14,0,Lobby 3
16.0,Digitized Ent.,9,9,1,15,4,18,0,19,1,Lobby 3
17.0,Patrón,9,16,0,14,3,8,3,18,0,Lobby 3
18.0,UNDOGS,9,19,0,13,0,16,0,7,5,Lobby 3
19.0,4'10 410,8,14,2,8,1,14,0,11,0,Lobby 3
20.0,Dumpster Demons,5,18,0,17,0,13,2,10,0,Lobby 3
1.0,EQ,59,10,10,1,14,9,8,7,8,Lobby 4
2.0,ASUR,59,3,2,3,3,1,12,3,9,Lobby 4
3.0,SKSQ,54,1,15,17,0,10,5,1,8,Lobby 4
4.0,RDM,38,2,3,12,3,2,5,5,4,Lobby 4
5.0,Neko Arc,32,4,4,10,8,4,7,14,0,Lobby 4
6.0,POSKITINO,32,15,0,11,3,3,3,2,8,Lobby 4
7.0,Diamond Hands,22,13,0,2,10,11,1,17,0,Lobby 4
8.0,Shadow Point,21,5,6,6,3,7,0,10,0,Lobby 4
9.0,ABST,19,7,7,14,2,6,3,16,0,Lobby 4
10.0,LNT,18,8,0,19,0,12,5,4,5,Lobby 4
11.0,Nadez Nation,17,20,0,7,2,5,7,12,0,Lobby 4
12.0,Lust GG,13,6,3,13,0,16,1,9,3,Lobby 4
13.0,HaZarD,13,11,0,4,6,15,0,19,0,Lobby 4
14.0,Inspired,13,16,0,5,0,13,0,8,6,Lobby 4
15.0,FA,12,9,4,8,0,20,0,11,3,Lobby 4
16.0,ABZ,9,12,1,15,0,18,0,6,3,Lobby 4
17.0,GSG,5,17,1,20,0,8,1,13,0,Lobby 4
18.0,850 Boys,4,18,0,9,0,14,0,15,0,Lobby 4
19.0,APEX BOIZ,3,14,1,18,1,17,0,20,0,Lobby 4
20.0,ARH,0,19,0,16,0,19,0,18,0,Lobby 4
