Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5
6.0,Sussy Bakas,30,7,3,1,4,14,2,12,4,Lobby 3,Quarterfinals,,,,
7.0,Unlucky,28,13,1,2,2,9,3,5,6,Lobby 3,Quarterfinals,,,,
8.0,NM,21,16,0,7,3,15,0,2,5,Lobby 3,Quarterfinals,,,,
9.0,Los Hefes,20,4,5,6,2,10,3,17,0,Lobby 3,Quarterfinals,,,,
10.0,Aisle 5,19,6,3,19,0,5,2,3,0,Lobby 3,Quarterfinals,,,,
11.0,MOAN,17,8,3,14,6,7,2,19,0,Lobby 3,Quarterfinals,,,,
12.0,GNR,16,10,3,17,3,12,5,13,1,Lobby 3,Quarterfinals,,,,
13.0,TPM,15,5,1,12,0,13,0,7,5,Lobby 3,Quarterfinals,,,,
14.0,Sniper Meta,13,11,5,16,0,16,0,11,6,Lobby 3,Quarterfinals,,,,
15.0,Tijuana Piranas,10,20,0,4,5,18,0,20,0,Lobby 3,Quarterfinals,,,,
16.0,FROG,10,15,0,10,3,19,0,8,2,Lobby 3,Quarterfinals,,,,
17.0,BQB,8,12,4,11,0,17,0,10,0,Lobby 3,Quarterfinals,,,,
18.0,ZERO,7,17,0,8,1,11,1,18,2,Lobby 3,Quarterfinals,,,,
19.0,2 Zoomers1boomer,6,18,0,20,0,6,0,15,2,Lobby 3,Quarterfinals,,,,
20.0,1 vs Lobby,4,19,2,13,1,20,0,16,0,Lobby 3,Quarterfinals,,,,
1.0,BAD,59,5,5,2,6,1,12,2,2,Lobby 4,Quarterfinals,,,,
2.0,2B1C,57,7,9,1,15,12,0,9,15,Lobby 4,Quarterfinals,,,,
3.0,Unsigned Talent,52,6,6,4,5,5,11,1,6,Lobby 4,Quarterfinals,,,,
4.0,WASH,34,8,3,12,6,4,8,6,6,Lobby 4,Quarterfinals,,,,
5.0,BOT,33,1,5,16,0,3,5,11,3,Lobby 4,Quarterfinals,,,,
6.0,SUP,27,2,8,7,1,17,3,10,1,Lobby 4,Quarterfinals,,,,
7.0,Dark Matter,26,11,4,8,2,9,5,5,6,Lobby 4,Quarterfinals,,,,
8.0,pub stars,25,15,3,5,7,2,1,17,0,Lobby 4,Quarterfinals,,,,
9.0,Blood Sport,23,3,2,13,1,13,0,4,6,Lobby 4,Quarterfinals,,,,
10.0,OrgSignUs,21,17,0,11,4,10,1,3,6,Lobby 4,Quarterfinals,,,,
11.0,IFE,20,18,3,3,6,8,1,15,0,Lobby 4,Quarterfinals,,,,
12.0,Yess,19,4,7,17,0,7,3,18,1,Lobby 4,Quarterfinals,,,,
13.0,UORG,15,10,3,15,0,6,3,14,2,Lobby 4,Quarterfinals,,,,
14.0,Wonderboys,12,14,0,6,1,15,3,8,1,Lobby 4,Quarterfinals,,,,
15.0,LNT,7,19,0,9,1,16,0,7,1,Lobby 4,Quarterfinals,,,,
16.0,Content Squad,5,12,1,10,1,18,0,16,0,Lobby 4,Quarterfinals,,,,
17.0,MoJo,5,13,0,14,0,11,1,12,0,Lobby 4,Quarterfinals,,,,
18.0,Raised By Wolves,3,9,0,19,0,19,0,13,0,Lobby 4,Quarterfinals,,,,
19.0,Specter,1,20,0,20,0,20,0,19,1,Lobby 4,Quarterfinals,,,,
20.0,Filii Martis,1,16,0,18,0,14,0,20,0,Lobby 4,Quarterfinals,,,,
1.0,BW,106,1,8,1,12,4,8,1,7,Lobby 1,Semifinals,2.0,8.0,2.0,4.0
2.0,BP,56,5,9,12,2,5,6,17,0,Lobby 1,Semifinals,17.0,3.0,1.0,15.0
3.0,DNO,50,19,1,18,0,7,6,2,8,Lobby 1,Semifinals,4.0,9.0,5.0,5.0
4.0,YouLikeThatMate?,46,7,0,6,2,1,12,4,4,Lobby 1,Semifinals,8.0,1.0,10.0,0.0
5.0,xD,45,8,5,2,8,19,0,13,2,Lobby 1,Semifinals,5.0,6.0,6.0,5.0
6.0,NBL,44,3,2,17,0,2,6,12,0,Lobby 1,Semifinals,9.0,0.0,3.0,10.0
7.0,LMX,43,11,0,3,3,11,3,11,4,Lobby 1,Semifinals,1.0,8.0,8.0,1.0
8.0,LZR,38,4,6,13,0,3,7,8,1,Lobby 1,Semifinals,7.0,5.0,11.0,0.0
9.0,CLX,35,10,5,5,7,6,0,6,3,Lobby 1,Semifinals,12.0,1.0,14.0,5.0
10.0,SMP,33,6,6,9,4,14,0,10,5,Lobby 1,Semifinals,6.0,1.0,4.0,1.0
11.0,SXG,31,20,0,14,3,20,0,14,3,Lobby 1,Semifinals,3.0,12.0,12.0,3.0
12.0,Vandals,27,2,7,15,0,10,0,9,1,Lobby 1,Semifinals,11.0,1.0,9.0,1.0
13.0,LVG,21,17,0,4,1,18,0,3,8,Lobby 1,Semifinals,16.0,0.0,16.0,0.0
14.0,Never Lucky,16,12,1,8,2,8,2,18,2,Lobby 1,Semifinals,13.0,1.0,19.0,2.0
15.0,Dexterous,15,9,3,10,0,16,3,15,4,Lobby 1,Semifinals,19.0,0.0,20.0,0.0
16.0,OA,15,13,0,20,0,12,0,5,2,Lobby 1,Semifinals,10.0,0.0,7.0,2.0
17.0,Hooiya,14,14,0,7,2,13,0,20,0,Lobby 1,Semifinals,15.0,0.0,17.0,6.0
18.0,The Semi Pros,13,16,0,11,3,15,0,7,3,Lobby 1,Semifinals,14.0,0.0,15.0,0.0
19.0,CC,9,18,3,19,0,9,3,16,0,Lobby 1,Semifinals,20.0,0.0,13.0,0.0
20.0,Titanes,5,15,0,16,3,17,0,19,0,Lobby 1,Semifinals,18.0,1.0,18.0,0.0
1.0,AM,79,8,6,2,3,1,14,19,3,Lobby 2,Semifinals,3.0,10.0,4.0,8.0
2.0,SUP,50,1,14,13,2,15,0,6,3,Lobby 2,Semifinals,9.0,3.0,7.0,6.0
3.0,Unlucky,50,2,4,10,0,10,1,12,0,Lobby 2,Semifinals,2.0,6.0,1.0,4.0
4.0,Unsigned Talent,49,6,1,1,12,18,0,14,11,Lobby 2,Semifinals,5.0,5.0,16.0,0.0
5.0,EST,42,13,2,12,0,3,2,1,14,Lobby 2,Semifinals,16.0,0.0,8.0,1.0
6.0,pub stars,41,14,5,19,1,7,10,17,0,Lobby 2,Semifinals,4.0,4.0,3.0,5.0
7.0,Aisle 5,38,4,4,17,4,4,0,13,0,Lobby 2,Semifinals,12.0,0.0,2.0,9.0
8.0,WASH,37,5,8,8,0,17,1,3,8,Lobby 2,Semifinals,13.0,0.0,6.0,3.0
9.0,NEAN,35,3,1,7,6,6,3,4,3,Lobby 2,Semifinals,17.0,1.0,17.0,3.0
10.0,RT,33,9,5,5,1,9,5,2,2,Lobby 2,Semifinals,10.0,0.0,13.0,0.0
11.0,Los Hefes,30,15,0,11,3,16,0,11,3,Lobby 2,Semifinals,1.0,5.0,15.0,3.0
12.0,LF,30,16,0,6,3,2,4,7,1,Lobby 2,Semifinals,8.0,4.0,14.0,0.0
13.0,2B1C,27,11,5,14,3,12,3,15,0,Lobby 2,Semifinals,14.0,3.0,5.0,4.0
14.0,BAD,27,7,0,20,0,13,5,5,3,Lobby 2,Semifinals,6.0,6.0,9.0,0.0
15.0,Dark Matter,24,10,3,15,3,8,0,9,4,Lobby 2,Semifinals,18.0,0.0,10.0,5.0
16.0,BOT,23,18,0,4,6,14,0,8,2,Lobby 2,Semifinals,7.0,3.0,11.0,0.0
17.0,Sussy Bakas,22,12,0,9,7,5,4,16,0,Lobby 2,Semifinals,19.0,0.0,12.0,3.0
18.0,NM,12,19,0,3,1,11,0,10,0,Lobby 2,Semifinals,11.0,0.0,18.0,0.0
19.0,OrgSignUs,8,20,0,16,1,19,2,18,1,Lobby 2,Semifinals,15.0,3.0,19.0,0.0
20.0,Blood Sport,1,17,0,18,1,20,0,20,0,Lobby 2,Semifinals,0.0,0.0,0.0,0.0
1.0,DNO,75,9,5,20,0,1,18,5,6,Lobby 1,Finals,4.0,13.0,3.0,3.0
2.0,NBL,72,6,1,3,8,7,4,1,10,Lobby 1,Finals,1.0,9.0,8.0,1.0
3.0,AM,60,1,14,18,0,17,0,2,7,Lobby 1,Finals,7.0,4.0,7.0,8.0
4.0,pub stars,49,14,3,5,7,6,2,3,6,Lobby 1,Finals,3.0,5.0,9.0,2.0
5.0,BW,44,4,11,17,2,3,5,7,6,Lobby 1,Finals,9.0,2.0,16.0,1.0
6.0,LZR,39,19,0,1,13,12,0,15,3,Lobby 1,Finals,2.0,0.0,17.0,0.0
7.0,SMP,33,12,1,13,0,18,1,16,0,Lobby 1,Finals,14.0,3.0,1.0,13.0
8.0,xD,33,3,0,7,0,11,10,4,5,Lobby 1,Finals,13.0,1.0,19.0,0.0
9.0,NEAN,32,8,6,2,6,10,1,9,0,Lobby 1,Finals,10.0,1.0,14.0,0.0
10.0,LMX,31,16,1,9,2,13,0,8,0,Lobby 1,Finals,5.0,5.0,2.0,5.0
11.0,SUP,30,10,1,14,1,9,0,10,1,Lobby 1,Finals,6.0,4.0,4.0,8.0
12.0,YouLikeThatMate?,30,5,1,4,5,8,2,13,3,Lobby 1,Finals,16.0,0.0,5.0,3.0
13.0,EST,29,7,4,10,0,2,6,11,0,Lobby 1,Finals,17.0,2.0,12.0,1.0
14.0,CLX,27,2,5,16,0,15,0,19,0,Lobby 1,Finals,8.0,6.0,15.0,3.0
15.0,RT,21,17,2,12,1,4,1,6,5,Lobby 1,Finals,19.0,0.0,11.0,2.0
16.0,WASH,20,13,0,6,7,14,3,14,0,Lobby 1,Finals,12.0,3.0,18.0,0.0
17.0,BP,14,18,2,19,0,16,2,17,0,Lobby 1,Finals,11.0,1.0,6.0,5.0
18.0,Unlucky,14,15,0,8,2,5,2,18,0,Lobby 1,Finals,15.0,1.0,13.0,0.0
19.0,Aisle 5,13,11,0,11,0,19,0,12,3,Lobby 1,Finals,18.0,1.0,10.0,4.0
20.0,Unsigned Talent,6,20,1,15,4,20,0,20,0,Lobby 1,Finals,20.0,0.0,20.0,0.0
