,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 January 8, 2022 - 16:00 BRTWorld's Edge O3 4BIDDEN PvPTeamSports","Round 1 Round 1 January 8, 2022 - 16:00 BRTWorld's Edge O3 4BIDDEN PvPTeamSports","Round 2 Round 2 January 8, 2022 - 16:35 BRTWorld's Edge SolarX eSports PvPTeamSports O3","Round 2 Round 2 January 8, 2022 - 16:35 BRTWorld's Edge SolarX eSports PvPTeamSports O3","Round 3 Round 3 January 8, 2022 - 17:10 BRTWorld's Edge Team Cerberus Mafia Legends DragonSlayer","Round 3 Round 3 January 8, 2022 - 17:10 BRTWorld's Edge Team Cerberus Mafia Legends DragonSlayer","Round 4 Round 4 January 8, 2022 - 17:45 BRTWorld's Edge 4BIDDEN PvPTeamSports Team Cerberus","Round 4 Round 4 January 8, 2022 - 17:45 BRTWorld's Edge 4BIDDEN PvPTeamSports Team Cerberus","Round 5 Round 5 January 8, 2022 - 18:20 BRTWorld's Edge PvPTeamSports Os Minhauu Snake Team Rush","Round 5 Round 5 January 8, 2022 - 18:20 BRTWorld's Edge PvPTeamSports Os Minhauu Snake Team Rush","Round 6 Round 6 January 8, 2022 - 18:55 BRTWorld's Edge Snake Team Rush Team Cerberus Love Egirls","Round 6 Round 6 January 8, 2022 - 18:55 BRTWorld's Edge Snake Team Rush Team Cerberus Love Egirls"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,4BIDDEN,71,2,22,11,0,13,0,1,21,9,2,11,0
1,2.0,TCS,68,13,0,9,3,1,15,3,4,10,4,2,9
2,3.0,PVP,60,3,1,2,5,9,1,2,2,1,10,9,0
3,4.0,Love Egirls,54,6,1,5,9,8,1,4,3,4,6,3,8
4,5.0,O3,45,1,9,3,2,7,1,5,3,12,0,8,1
5,6.0,STR,43,12,0,6,2,10,3,8,0,3,5,1,6
6,7.0,DS,36,14,0,4,6,3,8,14,0,7,1,6,1
7,8.0,Mafia Legends,36,5,3,7,0,2,6,6,0,5,1,7,0
8,9.0,SolarX,35,7,0,1,5,11,0,7,1,6,3,5,0
9,10.0,AK47,27,10,0,8,3,12,0,9,4,11,0,4,7
10,11.0,Os Minhauu,23,9,0,14,0,4,2,11,0,2,1,10,0
11,12.0,Legión de monos,14,8,1,10,0,5,0,10,0,8,0,12,0
12,13.0,1k ping,12,4,0,13,0,6,0,13,0,13,0,13,0
13,14.0,ROCKETZ TEAM,4,11,0,12,0,14,0,12,0,0,0,0,0
14,15.0,KPS,0,0,0,0,0,0,0,0,0,0,0,0,0
15,16.0,Mystical,0,0,0,0,0,0,0,0,0,0,0,0,0
16,17.0,NE1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,18.0,Sword of Destiny,0,0,0,0,0,0,0,0,0,0,0,0,0
18,19.0,Duty calls,0,0,0,0,0,0,0,0,0,0,0,0,0
19,20.0,RAV,0,0,0,0,0,0,0,0,0,0,0,0,0
