Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
14.0,TS,10,7,0,11,0,4,0,13,0,Lobby 5
15.0,TAG NA,9,19,0,12,0,13,6,15,0,Lobby 5
16.0,Evil Eye,9,12,0,17,0,7,3,11,1,Lobby 5
17.0,TPM,7,18,4,14,1,15,0,19,0,Lobby 5
18.0,Wishee Washees,5,20,0,9,0,18,0,16,3,Lobby 5
19.0,Team Sanitizer,3,16,0,19,0,19,0,17,3,Lobby 5
20.0,Paranoid,1,17,0,20,0,20,0,14,0,Lobby 5
1.0,BAD,59,1,8,1,13,5,9,16,1,Lobby 6
2.0,OA,55,19,0,2,17,9,4,1,11,Lobby 6
3.0,CIMJ,52,8,6,3,6,6,6,2,13,Lobby 6
4.0,RAWR,43,6,6,5,3,1,11,10,2,Lobby 6
5.0,Bitcoin Bandits,36,2,15,12,0,10,5,13,3,Lobby 6
6.0,GSG,29,5,4,15,0,2,4,5,3,Lobby 6
7.0,GNR,26,9,6,8,3,7,10,19,0,Lobby 6
8.0,O TAMA,23,10,0,13,6,3,6,15,0,Lobby 6
9.0,Team Not Signed,23,4,1,9,0,4,2,3,1,Lobby 6
10.0,DPRK,17,7,3,16,3,11,3,14,3,Lobby 6
11.0,2 Zoomers1boomer,17,3,5,18,0,8,1,8,0,Lobby 6
12.0,Fuego,11,13,0,6,2,17,0,11,4,Lobby 6
13.0,Unit Gaming,11,20,0,10,1,13,1,6,3,Lobby 6
14.0,GOOB,10,12,0,20,0,12,1,4,2,Lobby 6
15.0,Phantom Troupe,10,15,0,4,1,14,0,9,0,Lobby 6
16.0,Team Name,7,14,1,17,0,18,0,12,4,Lobby 6
17.0,Specter,7,16,0,19,0,19,0,7,4,Lobby 6
18.0,NightMare Red,5,11,2,11,0,15,0,17,0,Lobby 6
19.0,Churiya,3,17,0,7,0,20,0,20,0,Lobby 6
20.0,Seven5Seven,1,18,0,14,0,16,0,18,0,Lobby 6
1.0,SJP,70,2,4,1,14,3,3,2,12,Lobby 7
2.0,SUP,49,5,7,3,7,17,0,1,12,Lobby 7
3.0,AST,45,7,7,8,9,10,12,10,8,Lobby 7
4.0,hi rollers,41,1,12,15,3,14,0,4,7,Lobby 7
5.0,MOAN,40,4,4,12,3,1,11,11,3,Lobby 7
6.0,CCE,34,15,2,2,4,2,9,16,0,Lobby 7
7.0,LVG,28,6,5,6,4,6,2,7,5,Lobby 7
8.0,LacklusterTalent,25,9,6,10,3,12,0,3,4,Lobby 7
9.0,SoloQC,20,18,0,5,2,5,6,9,2,Lobby 7
10.0,JOYBOYS,19,11,5,19,0,4,3,5,1,Lobby 7
11.0,Out Flex,16,3,4,18,0,13,3,15,0,Lobby 7
12.0,Inglorious,14,13,0,13,1,7,5,6,0,Lobby 7
13.0,Always Fighting,13,12,2,4,3,15,0,13,0,Lobby 7
14.0,Iron Giant,10,17,0,7,1,8,3,14,0,Lobby 7
15.0,SQS Gaming,6,10,0,14,0,16,0,8,1,Lobby 7
16.0,TAT,4,16,1,17,0,18,0,17,3,Lobby 7
17.0,NMT Miners,4,8,0,11,1,19,0,18,0,Lobby 7
18.0,Cool Aid Jammers,4,14,0,16,0,9,0,12,0,Lobby 7
19.0,GIBRAWLERS,3,19,0,9,1,20,0,20,0,Lobby 7
20.0,DinoNuggies,1,20,0,20,0,11,0,19,0,Lobby 7
1.0,LZR,75,12,3,2,11,1,12,1,15,Lobby 8
2.0,LM,67,1,17,1,12,7,9,13,1,Lobby 8
3.0,Beamer Bros,43,2,9,8,3,2,5,8,4,Lobby 8
4.0,Hi,36,6,5,3,8,10,4,11,6,Lobby 8
5.0,Corruption,35,3,5,19,0,9,3,2,9,Lobby 8
6.0,MAP,31,4,6,5,3,5,8,15,0,Lobby 8
7.0,InevitableGaming,28,5,3,9,3,15,2,3,6,Lobby 8
8.0,RDJ,26,15,0,7,6,3,4,6,2,Lobby 8
9.0,CPR Certified,19,7,1,15,1,4,5,7,0,Lobby 8
10.0,Never Lucky,15,17,0,6,5,6,0,12,3,Lobby 8
11.0,Dino nuggies,13,19,0,16,3,12,1,5,4,Lobby 8
12.0,MidRapidGaming,12,18,0,14,0,16,0,4,6,Lobby 8
13.0,Insane Xboxsers,9,8,0,10,1,17,4,18,0,Lobby 8
14.0,Monke Mode 3B,8,11,3,18,1,20,0,10,1,Lobby 8
15.0,RISK,8,13,1,4,0,13,0,17,0,Lobby 8
16.0,Tokyo manji,5,9,1,13,1,19,0,19,0,Lobby 8
17.0,SickerThanYoAvg,5,16,0,20,1,8,0,9,0,Lobby 8
18.0,Dragons,4,14,0,12,0,14,0,14,0,Lobby 8
19.0,L1FT,2,20,0,11,0,11,0,20,0,Lobby 8
20.0,Los Crafters,2,10,0,17,0,18,0,16,0,Lobby 8
