Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,RD,76,3,3,9,3,1,21,2,19
2.0,PKS,47,1,16,5,8,12,5,15,0
3.0,Oui,38,4,5,2,12,7,3,16,1
4.0,USG,38,13,2,3,4,8,0,1,10
5.0,plei,32,10,9,8,5,2,3,9,0
6.0,Q Tactics,31,9,0,1,8,15,0,8,6
7.0,WLS,29,8,5,7,5,5,5,4,0
8.0,FP,19,15,0,15,0,4,3,7,6
9.0,Transatlantic EU,17,6,2,6,3,9,2,14,1
10.0,Next Gen Esports,17,2,4,18,0,16,0,5,0
11.0,FriendsofBoomers,16,7,0,4,1,6,4,18,0
12.0,TAW Rampage,13,14,0,14,0,3,3,13,0
13.0,SPIRAL,11,16,0,16,4,14,3,6,0
14.0,Les tacos,11,18,0,13,0,17,0,3,3
15.0,So Basically,10,5,0,11,0,10,1,10,0
16.0,Aesir,8,12,1,12,2,13,1,11,0
17.0,Pog Frog,7,11,2,10,0,11,0,12,0
18.0,Vinson Dynamics,3,17,0,17,0,18,0,17,3
