Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BCG,62,1,9,1,14,5,4,6,4
2.0,1515,48,3,6,9,1,3,4,1,9
3.0,PXL,44,6,2,3,11,1,8,14,0
4.0,SPPI,41,7,8,2,2,12,6,3,5
5.0,MantaX,31,13,0,11,6,2,12,10,0
6.0,BWG,30,12,6,13,1,8,2,4,12
7.0,Chiefs,28,15,0,4,7,15,0,2,5
8.0,AintInvlbleDream,23,4,4,5,3,11,0,5,2
9.0,EFG Team,21,2,5,10,0,17,0,12,4
10.0,Ignite,17,11,1,7,0,14,6,8,3
11.0,russiansandabrit,17,5,5,15,0,6,1,7,0
12.0,FIRE CLAN,12,10,0,8,1,9,0,9,3
13.0,Nelesta,11,9,1,12,3,13,1,15,1
14.0,Kvasna,9,8,1,17,0,4,1,16,0
15.0,HEROES ESPORT,5,14,0,14,1,10,0,17,0
16.0,Tania & Friends,5,16,0,6,0,16,1,11,0
17.0,ParadoX paddari,4,17,0,16,0,7,0,13,0
18.0,Multi,0,20,0,20,0,20,0,20,0
