Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,K1CK,87,1,17,1,18,5,12,8,10
2.0,ANTI,57,7,2,2,6,4,6,1,14
3.0,BFG,41,9,5,3,5,3,3,3,5
4.0,BGR,33,4,5,6,0,7,1,2,7
5.0,Nords,29,17,0,14,3,1,9,13,3
6.0,25,26,12,5,9,2,2,4,7,0
7.0,Oilers,25,2,2,10,0,10,5,5,1
8.0,Wisps,21,3,3,4,4,14,0,15,0
9.0,WhatEver,18,16,2,5,1,6,2,6,3
10.0,Tr1peRs,14,6,5,15,0,13,0,9,2
11.0,FastAsF,13,5,2,7,1,9,0,11,0
12.0,Eire,11,13,4,13,0,16,0,4,0
13.0,Nooobix,9,11,0,12,5,11,1,16,0
14.0,XanWr1dhStroke,7,14,0,11,0,12,3,14,0
15.0,Misfits,7,8,0,16,0,8,0,10,1
16.0,KWK,1,15,0,20,0,20,0,20,0
17.0,Rayquaza Shiny,0,20,0,20,0,20,0,20,0
