Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,BGR,77,3,9,1,14,1,11,4,7
2.0,RAT,58,1,13,3,13,11,1,5,7
3.0,SYND,54,14,0,2,8,4,12,1,7
4.0,fifth grader,39,2,8,14,0,6,3,2,6
5.0,iEnvy,36,7,2,4,6,3,7,8,4
6.0,Undertaker,25,18,0,19,0,7,5,3,10
7.0,Bontoutou_ESPORT,25,11,4,5,1,2,5,11,0
8.0,TURKs,14,13,3,6,0,13,0,7,3
9.0,qoud vera Genus,13,10,4,13,0,12,0,6,2
10.0,3apushili umerli,13,12,0,7,0,5,2,13,2
11.0,Last Light,11,8,3,9,0,9,1,15,0
12.0,Dababy,8,6,3,20,0,16,0,16,2
13.0,RatPasTaGame,8,15,0,10,1,8,0,10,0
14.0,Stick-warriors,7,9,0,16,0,10,0,12,2
15.0,FRLS,7,5,0,11,0,17,0,9,0
16.0,Kids With Candy,6,17,0,8,2,14,0,14,0
17.0,1YEP6,2,16,0,12,0,15,0,17,0
18.0,ClanKitsune,0,20,0,18,0,18,0,20,0
