Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,ORCL,103,1,14,1,11,1,18,2,15
2.0,2ege1college,44,8,2,4,7,2,5,6,11
3.0,GOD,33,12,2,2,2,17,0,1,7
4.0,NotoriousFamily,21,3,1,11,3,10,5,11,1
5.0,BLB,20,10,0,10,3,4,4,12,3
6.0,DaWinx,20,11,3,9,1,6,2,3,1
7.0,superdumplings,19,6,0,3,1,16,4,7,1
8.0,TRIADA,19,4,1,8,4,14,0,4,1
9.0,CHI,18,5,2,6,5,15,1,8,0
10.0,TRIHARD,17,2,5,13,0,11,0,16,1
11.0,PDPivas,17,17,0,5,1,3,4,15,0
12.0,Skill Gap,15,14,3,15,1,8,0,9,5
13.0,Bottom Fraggers,14,9,0,7,1,12,3,10,2
14.0,Elusive Devils,13,15,3,18,0,9,1,5,2
15.0,Supreme soldiers,11,7,4,14,0,18,1,14,1
16.0,MYSTERY TEAM,9,13,2,16,0,7,3,18,0
17.0,The End,7,16,0,12,1,5,1,17,0
18.0,foursixone,6,18,0,17,1,13,0,13,3
