Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Weebs Out,68,14,0,1,23,1,15,16,5
2.0,DI,55,2,9,10,6,6,8,1,6
3.0,Moanerz EU,48,4,4,7,2,3,8,3,12
4.0,NIBL,40,1,11,13,0,16,4,4,7
5.0,Phoenix,39,7,8,5,6,5,6,7,5
6.0,Falcons,26,6,3,8,0,2,8,15,0
7.0,Sxercise,23,16,0,4,3,12,0,2,5
8.0,PolyGuys,22,5,4,11,0,4,1,6,4
9.0,Wattson Simps,22,3,7,15,0,7,2,10,0
10.0,Convergent,16,18,0,2,4,10,0,14,0
11.0,789Academy,15,10,1,14,1,8,1,5,3
12.0,PepeReady,12,8,0,3,2,11,0,17,0
13.0,MF,11,15,0,12,4,9,2,13,0
14.0,ANTG,11,11,3,9,2,14,0,9,0
15.0,5Second,5,20,0,20,0,15,0,8,2
16.0,Nevermind Tromsø,5,12,0,6,0,17,0,11,0
17.0,LPm,2,9,0,18,0,18,0,18,0
18.0,OXR,2,17,0,16,0,13,0,12,0
