Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,TD,70,5,13,1,19,3,11,11,3
2.0,Pepegi,46,9,6,3,11,6,8,12,8
3.0,47 squad,45,4,7,8,4,14,0,1,14
4.0,uwuowoboys,44,1,5,9,1,7,8,6,10
5.0,Justthreeplayers,33,6,1,6,2,1,5,7,4
6.0,Ween Gang,31,2,5,11,1,4,3,4,2
7.0,JIGSAW,23,10,2,5,2,2,1,9,1
8.0,Bikes,21,12,2,4,1,13,0,3,4
9.0,AGILE,15,11,0,2,0,5,0,13,0
10.0,First in Battle,14,13,0,12,0,9,1,2,0
11.0,CLOWNs,13,17,0,13,5,8,3,10,0
12.0,Are we in,13,7,2,7,0,11,0,5,0
13.0,sunder,11,8,0,10,0,10,4,15,0
14.0,ExplosionFusion,9,3,0,16,0,17,0,8,0
15.0,FishSticks,2,20,0,15,0,12,0,17,0
16.0,SpartanWarriors,2,20,0,14,0,15,0,16,0
17.0,gamrgolemgodgang,2,14,0,18,0,18,0,14,0
18.0,KTL Squad,0,16,0,17,0,16,0,20,0
