Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,TREX,86,4,8,1,10,1,15,2,15
2.0,Proxima,41,12,2,2,9,3,5,10,6
3.0,PutTitleHere,40,10,3,3,7,15,1,1,7
4.0,HLDC,34,14,3,5,6,2,9,12,1
5.0,0219,33,1,15,12,0,17,0,9,3
6.0,White Clover,29,2,2,6,7,13,2,4,0
7.0,OG,25,6,5,16,0,4,5,5,3
8.0,DSG Esports,22,3,4,14,0,6,7,17,0
9.0,ALKaIIIbI,18,5,2,8,0,14,0,3,2
10.0,UTFT,16,15,0,4,4,7,1,8,0
11.0,60fps,14,19,0,7,2,5,0,7,2
12.0,Vanaheim Gaming,12,8,3,10,2,10,0,13,0
13.0,Varviki,12,9,0,9,0,11,1,6,3
14.0,Lagom,9,16,0,11,2,8,3,14,0
15.0,ZenTeX eSports,8,17,2,17,0,9,0,11,3
16.0,Chupiki,7,7,1,13,0,12,1,18,0
17.0,Golden chancers,3,18,0,15,0,16,0,15,1
18.0,SlayerZ_Inc,1,13,0,18,0,18,0,16,0
