Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,6bnt,78,15,2,1,16,3,15,1,13
2.0,AUS,61,1,16,3,15,16,0,7,8
3.0,PunX,35,11,1,4,4,1,11,11,0
4.0,imissyou,31,3,3,7,5,17,0,6,10
5.0,Wait For Top 6,26,17,0,6,3,2,2,2,0
6.0,SPL,25,5,3,14,0,6,10,14,3
7.0,Minor Keepers,25,14,9,9,0,12,2,4,5
8.0,Hope Die Last,25,4,2,2,8,13,0,18,0
9.0,Duck Goes Quack,23,13,3,5,2,8,2,3,2
10.0,MZY,23,2,4,10,0,14,2,9,3
11.0,Kurushimu,21,12,4,13,1,5,3,10,5
12.0,Monkey Milkers,18,7,2,12,0,4,3,5,0
13.0,Ghoul-punk,15,6,3,8,0,10,1,12,3
14.0,WARM Esport,13,8,5,17,0,7,2,15,0
15.0,CarryRubick fans,8,9,0,11,3,9,0,16,0
16.0,Triangle Mafia,7,10,1,15,0,19,0,8,1
17.0,Talhantes,3,18,0,16,0,11,2,19,0
18.0,IX LEGION,2,19,0,18,0,15,0,13,0
19.0,Stigma Crew,0,16,0,19,0,18,0,17,0
