Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,Sheriffs,60,2,6,15,5,2,4,1,14
2.0,Explosion,53,12,5,2,10,1,13,14,2
3.0,NMS,48,3,8,4,3,3,11,9,5
4.0,NXB,39,10,1,3,9,7,2,4,10
5.0,ATK,30,1,3,12,0,5,6,6,1
6.0,Fluffy Bunnies,29,7,5,10,2,8,1,2,5
7.0,QualEnjoyers,23,6,2,5,10,9,2,18,0
8.0,NoWayFzB,23,8,0,1,5,14,3,17,0
9.0,Arise eSport 2,21,4,4,6,0,10,0,3,0
10.0,thr33 stack,18,14,0,7,4,4,2,15,2
11.0,7Hologram,16,11,7,13,0,12,1,11,4
12.0,MALE,16,5,3,9,0,15,3,10,1
13.0,pull up gang,14,9,1,16,0,13,3,5,3
14.0,TororosGang,12,13,1,8,0,6,0,7,2
15.0,Yokai,4,17,0,11,2,18,0,13,0
16.0,Dark Rangers,4,16,0,14,0,11,0,8,0
17.0,nothing to say,2,15,0,18,0,16,0,12,0
18.0,not so yung,0,18,0,17,0,17,0,16,0
