Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,AIM,74,1,16,6,8,2,6,10,6,10,4,11,5
2.0,Love Egirls,64,3,8,15,0,1,10,17,0,13,0,1,13
3.0,BRZ,54,6,3,19,3,12,4,12,6,1,12,5,5
4.0,BTH,54,12,2,1,7,18,0,1,13,6,0,14,3
5.0,SLU,51,4,4,5,1,4,7,4,6,7,5,6,3
6.0,KZN,47,9,0,2,10,3,0,3,4,5,2,8,0
7.0,LIONS,45,5,6,13,3,16,0,6,0,2,7,3,5
8.0,BHT,37,10,6,4,2,9,8,13,1,8,0,4,3
9.0,Team seven,36,8,1,11,0,8,6,9,0,11,6,2,6
10.0,SST,33,18,1,16,2,20,0,2,4,3,7,7,0
11.0,ElemenT,25,11,2,3,9,17,2,7,1,18,0,17,0
12.0,GDb,24,13,1,12,0,5,7,16,1,12,2,10,4
13.0,Fluxo Team,23,2,1,7,3,14,0,11,1,9,0,13,1
14.0,As Misera,21,20,0,20,0,10,3,8,5,4,2,9,0
15.0,Sobek,15,16,3,14,0,7,1,5,3,16,0,19,0
16.0,Seven,14,17,1,9,3,13,2,20,0,15,3,16,1
17.0,PRDX,14,14,4,10,1,15,0,14,0,14,3,18,0
18.0,PATETEX,10,19,0,8,0,6,1,15,2,19,0,15,0
19.0,SP,9,7,2,17,0,11,0,19,3,20,0,20,0
20.0,Legión de monos,3,15,0,18,0,19,0,18,0,17,0,12,1
