Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,YTS,95,2,18,16,0,1,21,1,14,10,3,14,3
2.0,MDYB,82,3,12,13,8,18,3,11,8,5,6,2,23
3.0,AIC WIBU,67,8,2,1,8,2,8,4,7,12,3,3,3
4.0,Horizon,46,16,1,8,6,15,3,10,5,2,13,9,2
5.0,JET,46,1,5,3,13,16,1,9,2,11,0,10,1
6.0,DRG,36,19,0,9,0,7,1,13,1,3,3,1,6
7.0,CHILL,34,4,4,17,0,12,5,18,0,4,6,6,5
8.0,OGL,33,9,1,4,1,4,1,3,2,9,3,5,0
9.0,AVG,31,7,1,12,4,13,1,2,5,14,3,13,1
10.0,ZeroTwo,28,13,0,5,5,3,4,16,0,13,0,4,1
11.0,SMDG,25,5,8,7,4,14,2,17,0,19,0,7,0
12.0,Team Sidai,23,18,0,2,2,10,0,15,0,8,3,11,3
13.0,MIX-ONE,22,17,0,19,0,17,0,19,0,1,6,8,2
14.0,REIGN,16,15,0,6,3,9,0,12,1,6,2,18,0
15.0,HAKA,15,6,3,15,0,5,2,8,0,18,0,0,0
16.0,okok,13,14,1,11,0,11,0,5,5,17,0,16,0
17.0,VOID,11,11,2,18,0,19,0,6,3,15,1,17,0
18.0,Sanity,11,12,1,10,1,8,0,7,0,16,0,12,0
19.0,MASQ,11,10,0,14,0,6,0,14,0,7,0,15,0
20.0,BSTD2,0,20,0,20,0,20,0,20,0,20,0,0,0
