Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,YTS,79,3,14,2,16,14,3,1,17
2.0,Horizon,40,16,2,5,1,1,17,15,3
3.0,OGL,37,6,0,3,5,2,2,2,2
4.0,AIC WIBU,36,2,5,11,0,6,0,4,13
5.0,AVG,32,8,5,4,9,11,2,5,4
6.0,MDYB,28,13,9,6,2,13,3,8,7
7.0,okok,28,1,13,17,0,16,3,17,0
8.0,MIX-ONE,22,17,3,9,4,7,2,3,1
9.0,BSTD2,20,7,0,1,5,17,0,18,0
10.0,MASQ,16,4,0,15,0,3,0,6,0
11.0,JKs,15,18,0,18,0,4,9,13,0
12.0,DVG,14,5,3,13,0,5,2,16,0
13.0,Boosted,10,12,1,14,2,10,2,14,0
14.0,CHAWDOY,9,19,1,7,0,8,0,7,0
15.0,LGC,9,9,0,8,1,9,0,9,0
16.0,HKUF,7,14,0,10,1,0,0,10,1
17.0,HEAVEN,6,15,0,12,2,15,0,11,0
18.0,NOPLAY2,5,10,0,19,0,12,1,12,0
19.0,tasi,1,11,0,0,0,0,0,0,0
20.0,MUDA,0,20,0,16,0,0,0,0,0
