Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,Unnamed: 0,P.4,K.4,P.5,K.5,PQL
8.0,TRIADA,19,4,1,8,4,14,0,4,1,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
9.0,CHI,18,5,2,6,5,15,1,8,0,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
10.0,TRIHARD,17,2,5,13,0,11,0,16,1,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
11.0,PDPivas,17,17,0,5,1,3,4,15,0,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
12.0,Skill Gap,15,14,3,15,1,8,0,9,5,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
13.0,Bottom Fraggers,14,9,0,7,1,12,3,10,2,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
14.0,Elusive Devils,13,15,3,18,0,9,1,5,2,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
15.0,Supreme soldiers,11,7,4,14,0,18,1,14,1,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
16.0,MYSTERY TEAM,9,13,2,16,0,7,3,18,0,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
17.0,The End,7,16,0,12,1,5,1,17,0,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
18.0,foursixone,6,18,0,17,1,13,0,13,3,Lobby 2,Round_1,,,,,,Preseason_Qualifier_2
1.0,K1CK,87,1,17,1,18,5,12,8,10,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
2.0,ANTI,57,7,2,2,6,4,6,1,14,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
3.0,BFG,41,9,5,3,5,3,3,3,5,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
4.0,BGR,33,4,5,6,0,7,1,2,7,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
5.0,Nords,29,17,0,14,3,1,9,13,3,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
6.0,25,26,12,5,9,2,2,4,7,0,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
7.0,Oilers,25,2,2,10,0,10,5,5,1,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
8.0,Wisps,21,3,3,4,4,14,0,15,0,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
9.0,WhatEver,18,16,2,5,1,6,2,6,3,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
10.0,Tr1peRs,14,6,5,15,0,13,0,9,2,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
11.0,FastAsF,13,5,2,7,1,9,0,11,0,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
12.0,Eire,11,13,4,13,0,16,0,4,0,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
13.0,Nooobix,9,11,0,12,5,11,1,16,0,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
14.0,XanWr1dhStroke,7,14,0,11,0,12,3,14,0,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
15.0,Misfits,7,8,0,16,0,8,0,10,1,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
16.0,KWK,1,15,0,20,0,20,0,20,0,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
17.0,Rayquaza Shiny,0,20,0,20,0,20,0,20,0,Lobby 3,Round_1,,,,,,Preseason_Qualifier_2
1.0,BCG,62,1,9,1,14,5,4,6,4,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
2.0,1515,48,3,6,9,1,3,4,1,9,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
3.0,PXL,44,6,2,3,11,1,8,14,0,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
4.0,SPPI,41,7,8,2,2,12,6,3,5,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
5.0,MantaX,31,13,0,11,6,2,12,10,0,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
6.0,BWG,30,12,6,13,1,8,2,4,12,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
7.0,Chiefs,28,15,0,4,7,15,0,2,5,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
8.0,AintInvlbleDream,23,4,4,5,3,11,0,5,2,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
9.0,EFG Team,21,2,5,10,0,17,0,12,4,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
10.0,Ignite,17,11,1,7,0,14,6,8,3,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
11.0,russiansandabrit,17,5,5,15,0,6,1,7,0,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
12.0,FIRE CLAN,12,10,0,8,1,9,0,9,3,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
13.0,Nelesta,11,9,1,12,3,13,1,15,1,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
14.0,Kvasna,9,8,1,17,0,4,1,16,0,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
15.0,HEROES ESPORT,5,14,0,14,1,10,0,17,0,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
16.0,Tania & Friends,5,16,0,6,0,16,1,11,0,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
17.0,ParadoX paddari,4,17,0,16,0,7,0,13,0,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
18.0,Multi,0,20,0,20,0,20,0,20,0,Lobby 4,Round_1,,,,,,Preseason_Qualifier_2
1.0,Sheriffs,60,2,6,15,5,2,4,1,14,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
2.0,Explosion,53,12,5,2,10,1,13,14,2,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
3.0,NMS,48,3,8,4,3,3,11,9,5,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
4.0,NXB,39,10,1,3,9,7,2,4,10,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
5.0,ATK,30,1,3,12,0,5,6,6,1,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
6.0,Fluffy Bunnies,29,7,5,10,2,8,1,2,5,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
7.0,QualEnjoyers,23,6,2,5,10,9,2,18,0,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
8.0,NoWayFzB,23,8,0,1,5,14,3,17,0,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
9.0,Arise eSport 2,21,4,4,6,0,10,0,3,0,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
10.0,thr33 stack,18,14,0,7,4,4,2,15,2,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
11.0,7Hologram,16,11,7,13,0,12,1,11,4,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
12.0,MALE,16,5,3,9,0,15,3,10,1,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
13.0,pull up gang,14,9,1,16,0,13,3,5,3,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
14.0,TororosGang,12,13,1,8,0,6,0,7,2,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
15.0,Yokai,4,17,0,11,2,18,0,13,0,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
16.0,Dark Rangers,4,16,0,14,0,11,0,8,0,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
17.0,nothing to say,2,15,0,18,0,16,0,12,0,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
18.0,not so yung,0,18,0,17,0,17,0,16,0,Lobby 5,Round_1,,,,,,Preseason_Qualifier_2
1.0,SMS,74,3,7,4,9,2,10,1,15,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
2.0,Vidrovszki,72,1,8,1,12,3,14,14,6,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
3.0,GVG,52,4,4,8,2,1,11,2,7,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
4.0,IMP Syndicate,34,2,10,7,1,11,5,7,2,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
5.0,T3W,30,9,11,6,6,7,0,6,2,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
6.0,HKE,28,11,3,2,9,15,0,10,3,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
7.0,Lunar,25,10,2,5,3,9,1,3,4,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
8.0,WICKED,23,8,0,3,6,4,2,15,0,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
9.0,Instalock Jett,20,5,4,12,0,10,3,5,2,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
10.0,Simply_E_Sports,15,15,0,15,0,5,2,8,5,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
11.0,STING,10,13,0,17,0,12,0,4,3,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
12.0,THE GHOST KILLER,10,7,1,9,0,6,0,12,0,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
13.0,Helheim E-sport,8,6,0,14,0,8,0,9,0,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
14.0,U2GRAD,7,12,0,10,0,17,0,13,3,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
15.0,NASA,5,14,0,13,0,13,2,16,0,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
16.0,Netgen esports,2,18,0,11,1,18,0,17,0,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
17.0,HEROES ESPORT,2,17,0,18,0,14,0,11,0,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
18.0,KYKLOS Blue,1,16,1,16,0,16,0,18,0,Lobby 6,Round_1,,,,,,Preseason_Qualifier_2
1.0,TREX,86,4,8,1,10,1,15,2,15,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
2.0,Proxima,41,12,2,2,9,3,5,10,6,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
3.0,PutTitleHere,40,10,3,3,7,15,1,1,7,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
4.0,HLDC,34,14,3,5,6,2,9,12,1,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
5.0,0219,33,1,15,12,0,17,0,9,3,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
6.0,White Clover,29,2,2,6,7,13,2,4,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
7.0,OG,25,6,5,16,0,4,5,5,3,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
8.0,DSG Esports,22,3,4,14,0,6,7,17,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
9.0,ALKaIIIbI,18,5,2,8,0,14,0,3,2,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
10.0,UTFT,16,15,0,4,4,7,1,8,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
11.0,60fps,14,19,0,7,2,5,0,7,2,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
12.0,Vanaheim Gaming,12,8,3,10,2,10,0,13,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
13.0,Varviki,12,9,0,9,0,11,1,6,3,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
14.0,Lagom,9,16,0,11,2,8,3,14,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
15.0,ZenTeX eSports,8,17,2,17,0,9,0,11,3,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
16.0,Chupiki,7,7,1,13,0,12,1,18,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
17.0,Golden chancers,3,18,0,15,0,16,0,15,1,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
18.0,SlayerZ_Inc,1,13,0,18,0,18,0,16,0,Lobby 7,Round_1,,,,,,Preseason_Qualifier_2
1.0,AP,68,1,17,4,5,4,7,2,8,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
2.0,DM,67,11,1,1,17,1,11,3,6,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
3.0,SlayerOfSundays,34,4,9,5,7,7,5,14,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
4.0,itsheazyKuwaSevn,32,8,0,3,1,10,3,1,5,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
5.0,WhyUs,26,5,4,6,5,9,1,9,5,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
6.0,Carnage,25,2,3,12,0,3,4,12,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
7.0,signelunaire,24,12,5,11,3,11,2,5,7,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
8.0,MOB INT,22,16,0,14,0,2,6,8,4,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
9.0,Tweetlonger,21,15,0,2,7,13,3,16,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
10.0,Young Squad,21,3,4,7,0,8,3,10,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
11.0,PepeGurls,19,13,0,11,3,14,3,4,5,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
12.0,3 Uomini 1 Gamba,13,14,0,8,3,6,1,7,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
13.0,FloWenZ Esports,13,6,0,10,0,5,0,6,1,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
14.0,DTS,8,7,1,15,0,16,0,15,2,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
15.0,GACHIKINGDOM,6,9,0,9,0,12,0,11,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
16.0,ViolentSquad,5,10,0,16,1,15,0,13,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
17.0,DSS_Apex,0,20,0,20,0,20,0,20,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
18.0,Team Eagles,0,20,0,20,0,20,0,20,0,Lobby 8,Round_1,,,,,,Preseason_Qualifier_2
1.0,6bnt,78,15,2,1,16,3,15,1,13,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
2.0,AUS,61,1,16,3,15,16,0,7,8,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
3.0,PunX,35,11,1,4,4,1,11,11,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
4.0,imissyou,31,3,3,7,5,17,0,6,10,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
5.0,Wait For Top 6,26,17,0,6,3,2,2,2,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
6.0,SPL,25,5,3,14,0,6,10,14,3,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
7.0,Minor Keepers,25,14,9,9,0,12,2,4,5,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
8.0,Hope Die Last,25,4,2,2,8,13,0,18,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
9.0,Duck Goes Quack,23,13,3,5,2,8,2,3,2,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
10.0,MZY,23,2,4,10,0,14,2,9,3,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
11.0,Kurushimu,21,12,4,13,1,5,3,10,5,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
12.0,Monkey Milkers,18,7,2,12,0,4,3,5,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
13.0,Ghoul-punk,15,6,3,8,0,10,1,12,3,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
14.0,WARM Esport,13,8,5,17,0,7,2,15,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
15.0,CarryRubick fans,8,9,0,11,3,9,0,16,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
16.0,Triangle Mafia,7,10,1,15,0,19,0,8,1,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
17.0,Talhantes,3,18,0,16,0,11,2,19,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
18.0,IX LEGION,2,19,0,18,0,15,0,13,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
19.0,Stigma Crew,0,16,0,19,0,18,0,17,0,Lobby 9,Round_1,,,,,,Preseason_Qualifier_2
1.0,MP,69,1,15,3,2,1,9,3,5,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
2.0,GOD,64,2,12,2,17,10,3,6,9,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
3.0,SCBS,49,13,3,1,11,2,2,4,6,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
4.0,CHI,37,9,1,5,7,6,0,1,8,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
5.0,SCTA,32,3,3,20,0,4,7,10,8,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
6.0,ORCL,26,4,0,4,8,9,3,9,1,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
7.0,SLAP,22,11,9,17,0,7,8,13,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
8.0,TRIHARD,21,20,0,6,0,3,10,16,1,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
9.0,NotoriousFamily,19,7,0,13,0,11,0,2,5,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
10.0,Senshi,13,6,4,14,1,8,1,11,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
11.0,Kryptic,13,5,2,7,3,18,0,15,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
12.0,TRIADA,13,15,1,8,0,5,1,7,1,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
13.0,ZAB,12,10,3,18,0,20,0,5,3,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
14.0,2ege1college,10,8,0,12,2,12,4,17,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
15.0,Moin Myster,8,12,0,10,2,15,1,14,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
16.0,superdumplings,6,19,0,15,0,19,0,8,3,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
17.0,Backstabberinos,4,14,0,16,0,17,3,18,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
18.0,BLB,4,17,0,19,1,13,2,20,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
19.0,DaWinx,4,18,0,9,0,16,1,19,1,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
20.0,plugged off life,4,16,0,11,1,14,0,12,0,Lobby 1,Round_2,,,,,,Preseason_Qualifier_2
1.0,K1CK,67,4,12,2,14,5,11,10,10,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
2.0,Chiefs,38,2,8,6,1,12,3,3,6,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
3.0,BFG,37,18,0,13,1,1,11,2,3,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
4.0,SPPI,33,1,10,11,0,4,5,19,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
5.0,Wisps,31,16,1,1,12,11,3,8,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
6.0,AintInvlbleDream,30,12,6,15,0,18,0,1,10,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
7.0,1515,29,15,1,3,6,3,5,9,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
8.0,BGR,22,11,2,5,8,17,0,5,3,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
9.0,Tr1peRs,22,14,0,14,0,2,6,4,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
10.0,PXL,18,5,1,12,2,6,2,18,5,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
11.0,25,17,7,1,10,1,13,6,6,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
12.0,BCG,16,8,3,8,5,9,0,13,1,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
13.0,BWG,16,3,6,19,0,7,0,16,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
14.0,WhatEver,12,6,0,18,1,15,0,15,6,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
15.0,russiansandabrit,11,9,1,16,0,8,0,7,3,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
16.0,Oilers,10,10,0,4,0,10,1,17,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
17.0,ANTI,9,19,0,7,3,19,0,11,2,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
18.0,MantaX,4,13,1,17,0,16,0,14,1,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
19.0,EFG Team,4,17,0,9,0,14,0,12,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
20.0,Nords,0,20,0,20,0,20,0,20,0,Lobby 2,Round_2,,,,,,Preseason_Qualifier_2
1.0,Vidrovszki,62,1,15,13,2,6,7,3,15,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
2.0,Sheriffs,56,7,14,10,6,2,4,1,6,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
3.0,NMS,51,2,7,6,6,3,14,13,4,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
4.0,ATK,41,12,1,1,12,15,5,6,6,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
5.0,NXB,28,4,3,5,3,4,6,12,1,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
6.0,Fluffy Bunnies,28,3,3,9,3,11,0,2,3,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
7.0,Explosion,26,5,9,12,3,16,6,9,1,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
8.0,T3W,25,13,0,3,3,8,1,4,6,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
9.0,QualEnjoyers,22,11,1,11,0,1,7,17,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
10.0,thr33 stack,21,20,0,4,3,5,2,8,5,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
11.0,SMS,17,16,3,2,4,19,0,14,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
12.0,Lunar,12,14,0,16,3,18,0,5,4,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
13.0,Simply_E_Sports,12,10,0,7,4,12,0,11,1,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
14.0,HKE,11,18,0,14,2,9,2,7,1,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
15.0,NoWayFzB,10,8,2,20,0,7,1,18,2,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
16.0,GVG,9,6,0,19,0,13,0,10,3,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
17.0,WICKED,4,17,0,8,1,14,0,16,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
18.0,Instalock Jett,4,15,0,15,0,10,0,19,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
19.0,IMP Syndicate,2,19,0,17,0,20,1,15,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
20.0,Arise eSport 2,2,9,0,18,0,17,0,20,0,Lobby 3,Round_2,,,,,,Preseason_Qualifier_2
1.0,OG,71,1,6,4,9,2,10,1,8,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
2.0,AP,59,8,6,2,5,4,10,2,13,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
3.0,TREX,44,5,1,15,0,1,12,3,7,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
4.0,Tweetlonger,34,3,11,5,3,5,2,12,2,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
5.0,itsheazyKuwaSevn,31,14,2,3,9,11,3,10,6,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
6.0,UTFT,30,15,1,1,11,6,1,20,1,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
7.0,Young Squad,27,2,2,8,3,18,4,5,3,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
8.0,PutTitleHere,20,9,2,6,2,17,2,8,7,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
9.0,Proxima,18,7,1,18,0,3,6,13,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
10.0,ALKaIIIbI,17,10,2,10,3,14,3,6,1,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
11.0,signelunaire,16,4,2,13,0,15,3,11,3,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
12.0,0219,15,6,4,12,2,19,2,14,2,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
13.0,White Clover,13,13,3,17,0,7,0,9,4,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
14.0,MOB INT,12,18,2,9,1,16,0,15,6,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
15.0,HLDC,11,19,0,7,6,9,0,18,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
16.0,DM,9,16,5,19,1,20,0,7,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
17.0,SlayerOfSundays,9,17,0,11,0,13,1,4,1,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
18.0,WhyUs,8,11,4,14,0,8,0,16,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
19.0,DSG Esports,5,20,0,20,1,10,2,19,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
20.0,Carnage,3,12,0,16,0,12,1,17,0,Lobby 4,Round_2,,,,,,Preseason_Qualifier_2
1.0,AAS,89,1,14,1,19,11,3,1,16,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
2.0,AUS,63,6,9,2,8,1,16,12,5,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
3.0,Fight Club,36,2,5,11,3,8,4,2,3,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
4.0,FV,29,10,9,7,2,2,3,14,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
5.0,6bnt,28,14,0,18,1,3,6,5,9,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
6.0,3 Jabronies,26,4,4,5,4,14,2,4,1,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
7.0,PRSTS,25,5,5,19,0,6,6,10,5,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
8.0,SPL,21,3,3,15,0,4,4,11,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
9.0,Hope Die Last,20,17,0,3,6,10,0,6,2,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
10.0,Duck Goes Quack,18,20,0,4,3,17,0,3,3,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
11.0,ConsoleGamers,16,8,3,6,2,9,2,13,1,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
12.0,MZY,14,7,0,12,0,15,0,7,6,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
13.0,VYBN,13,18,3,16,1,13,3,8,3,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
14.0,Crying our best,12,15,1,9,0,5,2,9,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
15.0,imissyou,9,19,0,14,2,7,3,16,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
16.0,Minor Keepers,8,9,2,10,2,16,0,18,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
17.0,ThatsaYouProblem,6,12,1,8,2,19,0,17,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
18.0,Wait For Top 6,3,13,1,17,0,18,0,15,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
19.0,kawaii,1,11,0,20,0,20,0,20,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
20.0,PunX,1,16,0,13,0,18,0,20,0,Lobby 5,Round_2,,,,,,Preseason_Qualifier_2
1.0,DI,82,1,11,1,15,6,10,2,10,Lobby 6,Round_2,,,,,,Preseason_Qualifier_2
