,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 September 12, 2021 - 12:00 JSTWorld's Edge CatJAM GODOsushiTabetai CTG ibushiGin","Round 1 Round 1 September 12, 2021 - 12:00 JSTWorld's Edge CatJAM GODOsushiTabetai CTG ibushiGin","Round 2 Round 2 September 12, 2021 - 12:35 JSTWorld's Edge GODOsushiTabetai GameWith Radical Pop Gaming","Round 2 Round 2 September 12, 2021 - 12:35 JSTWorld's Edge GODOsushiTabetai GameWith Radical Pop Gaming","Round 3 Round 3 September 12, 2021 - 13:10 JSTWorld's Edge D4RK Esports LandMarkGondola Lunatics","Round 3 Round 3 September 12, 2021 - 13:10 JSTWorld's Edge D4RK Esports LandMarkGondola Lunatics","Round 4 Round 4 September 12, 2021 - 13:45 JSTWorld's Edge Black CatJAM Lunatics","Round 4 Round 4 September 12, 2021 - 13:45 JSTWorld's Edge Black CatJAM Lunatics","Round 5 Round 5 September 12, 2021 - 14:20 JSTWorld's Edge Marine CTG ibushiGin AVALON Gaming","Round 5 Round 5 September 12, 2021 - 14:20 JSTWorld's Edge Marine CTG ibushiGin AVALON Gaming","Round 6 Round 6 September 12, 2021 - 14:55 JSTWorld's Edge D4RK Esports CatJAM LFT BAKAGAKI","Round 6 Round 6 September 12, 2021 - 14:55 JSTWorld's Edge D4RK Esports CatJAM LFT BAKAGAKI"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,CJAM,67,1,13,4,7,18,0,2,4,11,1,2,6
1,2.0,D4RK,59,11,0,9,1,1,11,8,3,6,3,1,9
2,3.0,LFT BKGK,53,4,3,12,6,8,3,5,11,7,3,3,5
3,4.0,Lunatics,50,10,4,11,8,3,5,3,5,8,3,7,3
4,5.0,GODOsushiTabetai,42,2,3,1,7,14,2,14,3,16,0,5,0
5,6.0,GW,41,14,2,2,6,5,1,6,2,14,2,6,7
6,7.0,KaisenDONDON,35,5,4,6,1,12,2,11,0,5,3,4,7
7,8.0,IBSG,35,3,9,8,1,9,1,20,0,2,4,17,0
8,9.0,Marine,34,15,2,17,0,6,5,10,0,1,8,12,0
9,10.0,Black,33,16,3,10,0,16,3,1,11,17,0,10,0
10,11.0,AVA,33,8,0,15,0,10,4,4,3,3,5,14,3
11,12.0,RPG,31,12,0,3,7,4,8,18,1,19,0,8,0
12,13.0,FC Destroy,26,19,4,16,3,7,7,9,4,18,0,18,3
13,14.0,456,26,9,1,13,1,19,0,16,5,10,9,13,4
14,15.0,LandMarkGondola,26,20,0,19,0,2,4,13,4,9,1,9,3
15,16.0,BKMN,23,13,0,7,4,17,0,7,0,4,7,16,0
16,17.0,ARK5,21,7,9,18,0,15,1,12,2,12,2,15,0
17,18.0,HE,21,6,1,14,2,11,2,17,0,15,2,11,7
18,19.0,SYTH,10,17,0,5,3,13,1,15,0,20,0,20,0
19,20.0,Jamboree,6,18,0,20,0,20,0,19,0,13,5,19,0
