Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,WHIZ,68,1,14,12,3,1,17,6,6,Lobby 1
2.0,TX,52,13,3,2,26,13,6,10,4,Lobby 1
3.0,RL.XV,40,4,19,5,4,8,5,13,0,Lobby 1
4.0,MBTN,38,16,1,7,0,2,9,3,9,Lobby 1
5.0,Hardstuck D4,37,17,0,8,3,15,1,1,18,Lobby 1
6.0,OC,32,9,0,1,10,7,3,11,1,Lobby 1
7.0,AHO,27,8,4,4,3,4,6,12,1,Lobby 1
8.0,RNG,23,3,4,14,0,16,0,8,9,Lobby 1
9.0,INF,18,10,0,6,1,3,3,9,0,Lobby 1
10.0,Soosmar slayer,17,19,0,13,0,5,2,2,1,Lobby 1
11.0,Nitrogen Oxide,17,7,0,3,0,6,1,7,0,Lobby 1
12.0,Pavlova,16,2,5,17,0,11,0,15,0,Lobby 1
13.0,Prey,11,18,3,9,1,14,0,5,0,Lobby 1
14.0,TEAR,9,12,0,16,0,12,0,4,2,Lobby 1
15.0,Lags Fault,8,5,0,10,0,10,0,17,0,Lobby 1
16.0,Quentiam,5,15,0,19,0,9,2,18,0,Lobby 1
17.0,Kushaholics,5,6,0,11,0,17,0,14,0,Lobby 1
18.0,Aim Assist,4,11,2,15,0,19,0,20,0,Lobby 1
19.0,TEAM MIRACLE,1,14,0,18,0,18,0,16,0,Lobby 1
20.0,Vulgar Cobras,0,20,0,20,0,20,0,20,0,Lobby 1
1.0,DNZ,94,2,15,1,25,8,9,1,10,Lobby 2
2.0,PG,57,8,4,2,9,1,15,13,5,Lobby 2
3.0,WGGxPK,51,5,9,13,1,2,16,5,7,Lobby 2
4.0,IFPD,38,3,10,4,2,9,3,6,6,Lobby 2
5.0,LAG,32,12,0,9,1,3,4,2,8,Lobby 2
6.0,RL.Genesis,23,1,1,6,1,14,0,7,2,Lobby 2
7.0,Bocah bar bar,19,11,3,15,0,11,2,3,4,Lobby 2
8.0,HOPE,17,18,3,5,2,7,1,14,3,Lobby 2
9.0,NMLS,16,14,3,3,4,13,0,18,0,Lobby 2
10.0,R.Harmony,14,10,0,10,4,4,0,15,0,Lobby 2
11.0,DREAM,14,6,2,12,1,16,1,11,5,Lobby 2
12.0,Suspicious Fools,12,13,1,14,2,15,0,4,1,Lobby 2
13.0,Kardinals,12,7,0,7,1,6,0,8,0,Lobby 2
14.0,67 Richter,9,9,2,16,0,5,1,17,0,Lobby 2
15.0,Masters Please,8,4,0,19,0,18,1,16,2,Lobby 2
16.0,"Etc, Etc",8,15,0,8,1,10,0,9,0,Lobby 2
17.0,Team eXplicit,6,19,1,11,3,12,0,19,0,Lobby 2
18.0,HEHEHE,5,17,3,18,0,20,0,10,0,Lobby 2
19.0,Nice Try,3,20,0,20,0,19,2,12,0,Lobby 2
20.0,off boys,0,16,0,17,0,17,0,20,0,Lobby 2
1.0,WAT,68,4,7,2,12,3,17,4,6,Lobby 3
2.0,Estrell,46,2,8,7,5,1,9,18,0,Lobby 3
3.0,MDY,40,1,11,12,0,17,0,6,13,Lobby 3
4.0,AU Skyrise,35,10,0,1,8,15,0,3,5,Lobby 3
5.0,DNT,32,7,1,16,0,14,4,2,14,Lobby 3
6.0,BOG,30,6,4,8,3,10,1,1,3,Lobby 3
7.0,Sunda Gaming,25,17,3,5,12,11,2,16,3,Lobby 3
8.0,Sigma Gamers,25,20,1,15,0,2,9,9,3,Lobby 3
9.0,RJININ,23,8,5,3,5,8,1,11,0,Lobby 3
10.0,Job Seekers,22,3,5,4,0,18,0,7,2,Lobby 3
11.0,Antiaa,18,11,3,9,0,6,3,5,2,Lobby 3
12.0,ANgun,15,9,5,13,3,12,2,15,0,Lobby 3
13.0,BTCxWGG,13,12,2,11,3,5,0,10,0,Lobby 3
14.0,60 Hurtz,9,18,0,10,2,9,3,19,0,Lobby 3
15.0,RebellioN,9,15,1,19,0,4,1,12,0,Lobby 3
16.0,HAM,8,5,1,18,0,19,0,8,1,Lobby 3
