Standings,Team.1,Total
1.0,Sussy Bakas,78
2.0,NEAN,54
3.0,TPM,43
4.0,AM,34
5.0,Unlucky,32
6.0,RT,28
7.0,LF,25
8.0,FROG,24
9.0,Los Hefes,23
10.0,GNR,21
11.0,En corto Garmers,17
12.0,JIN,16
13.0,TAG NA,15
14.0,trippinoncables,9
15.0,Dunk Squad,9
16.0,Laggy 'n Rollers,8
17.0,Shibby,6
18.0,Swanky Boys,4
19.0,Lethal Villains,4
20.0,Corruption,2
