Standings,Team.1,Total
1.0,My Neck My Back,62
2.0,Dumpsters,52
3.0,NBL,51
4.0,SXG,42
5.0,AGL,34
6.0,SMP,32
7.0,gibbyhands,30
8.0,Titanes,23
9.0,SQS Gaming,19
10.0,The Semi Pros,16
11.0,SBD,15
12.0,AGLY,13
13.0,Team Asesinos,12
14.0,On They Ayy,8
15.0,High Dexterity,7
16.0,Team Sanitizer,5
17.0,WeBall,5
18.0,Hi,5
19.0,We Lose,3
20.0,Team Pepinito,1
