Standings,Team.1,Total
1.0,2B1C,80
2.0,Content Squad,57
3.0,Dark Matter,36
4.0,Yess,30
5.0,LNT,30
6.0,WASH,29
7.0,BOT,25
8.0,Filii Martis,24
9.0,pub stars,22
10.0,Wonderboys,20
11.0,JOYBOYS,18
12.0,Blockbuster,16
13.0,ForcesGG,14
14.0,Plimbo,12
15.0,Movement Temple,11
16.0,RISK,10
17.0,TeamDreams,5
18.0,UNDD,4
19.0,Hold The Door,3
20.0,Team Name,1
