Standings,Team.1,Total
1.0,Sniper Meta,55
2.0,ZERO,45
3.0,MOAN,43
4.0,EST,36
5.0,Aisle 5,34
6.0,BQB,33
7.0,NM,25
8.0,Tijuana Piranas,24
9.0,1 vs Lobby,23
10.0,Coconut Island,21
11.0,2 Zoomers1boomer,21
12.0,The Big 3,20
13.0,NVKT,20
14.0,NightMare Red,12
15.0,Distruttori Team,10
16.0,Lorax,9
17.0,Alliance Esports,8
18.0,Exoterran Y,6
19.0,MAP,2
20.0,Savage Misfits,0
