Standings,Team.1,Total
1.0,DNO,121
2.0,ROT,35
3.0,CLX,32
4.0,OA,32
5.0,RCO,28
6.0,Hooiya,27
7.0,Hardstuck10k,27
8.0,Spooky Scary,24
9.0,Insane Xboxsers,19
10.0,BW,16
11.0,TOAOS GG,15
12.0,The Not Squad,13
13.0,ING,12
14.0,Controller Bots,9
15.0,PWM,9
16.0,Apex orphans,3
17.0,TEAM Workaholics,3
18.0,Nobody,1
19.0,Bot Squad,1
20.0,2Sticks1Musician,0
