,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 10, 2022 - 12:00 GMTWorld's Edge","Round 1 Round 1 April 10, 2022 - 12:00 GMTWorld's Edge","Round 2 Round 2 April 10, 2022 - 12:30 GMTWorld's Edge","Round 2 Round 2 April 10, 2022 - 12:30 GMTWorld's Edge","Round 3 Round 3 April 10, 2022 - 13:00 GMTStorm Point","Round 3 Round 3 April 10, 2022 - 13:00 GMTStorm Point","Round 4 Round 4 April 10, 2022 - 13:30 GMTStorm Point","Round 4 Round 4 April 10, 2022 - 13:30 GMTStorm Point"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,AMOG,53,9,3,9,1,4,11,1,17
1,2.0,TNM,53,2,7,3,1,2,5,2,6
2,3.0,drain,43,1,7,2,6,11,3,10,3
3,4.0,CG,36,4,3,1,12,8,0,15,1
4,5.0,P4C,33,19,1,4,17,15,9,20,0
5,6.0,UTFT,29,8,2,11,4,1,4,9,2
6,7.0,ORCL,27,5,5,7,1,10,0,5,8
7,8.0,TTD,23,20,0,8,1,3,5,3,1
8,9.0,NCJA,20,3,3,5,1,14,0,6,1
9,10.0,VNX,19,12,4,16,5,13,2,4,1
10,11.0,444,17,7,4,6,2,12,0,13,3
11,12.0,HuB eSport,15,17,3,19,0,9,7,7,0
12,13.0,OSG,15,6,3,13,0,7,1,11,3
13,14.0,Broken,13,14,3,14,0,6,1,12,3
14,15.0,BSE,11,11,0,15,2,17,0,8,5
15,16.0,2DOG,11,10,1,18,0,5,4,17,0
16,17.0,JAN,9,13,3,10,3,20,0,19,0
17,18.0,SNUS,6,15,1,12,3,16,0,16,0
18,19.0,GRGR,4,16,0,17,0,18,0,14,3
19,20.0,4F,2,18,2,20,0,19,0,18,0
