Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,VS,63,3,5,1,9,10,4,1,12
2.0,RDNS,43,4,4,3,8,2,8,8,0
3.0,LLGS,40,6,4,5,4,5,4,2,8
4.0,NVS,37,14,0,2,3,1,8,11,3
5.0,ICHC,36,1,9,6,6,8,1,7,0
6.0,OP,33,5,3,10,3,9,4,4,10
7.0,MIYAM,28,2,6,14,0,12,5,5,2
8.0,REVO,24,10,2,7,5,3,4,14,0
9.0,TU,18,9,1,15,0,6,2,3,2
10.0,KZG,13,8,2,4,2,11,0,15,0
11.0,Trinity,12,15,0,9,1,4,0,6,0
12.0,OC,11,12,2,13,2,14,0,9,2
13.0,EVL Curse,10,7,1,12,1,7,0,13,0
14.0,TVN,8,13,0,8,0,13,0,10,2
15.0,TMB,5,11,1,11,0,15,0,12,0
