Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,GOB-ARH,59,45,1616,151,0,111,11,112,2323
2.0,MXT,49,29,44,63,66,29,99,54,55
3.0,DESI,43,63,0,29,66,112,99,82,22
4.0,BTCxWGG,33,141,0,112,1515,92,0,92,11
5.0,Antiaa,32,37,88,102,33,63,33,73,33
6.0,SLK,31,131,11,37,33,37,1212,200,0
7.0,RNG,23,73,22,73,0,102,33,29,11
8.0,OGL,22,121,0,54,44,82,22,37,22
9.0,DREAM,21,82,44,82,66,54,22,141,0
10.0,GOD OF DREAM,20,112,55,121,0,151,0,131,0
11.0,Ryz.SEA,13,151,0,131,0,73,11,45,22
12.0,LightSaber,11,102,0,92,0,45,0,102,0
13.0,Cookies,8,92,0,141,0,141,0,63,11
14.0,never too late,8,111,0,45,0,121,0,121,0
15.0,Freedom,7,54,0,111,0,131,0,111,0
