Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
14.0,i love emo girls,10,6,0,19,0,12,0,13,5,Lobby 3
15.0,ONICHAN,10,11,1,4,0,19,0,7,0,Lobby 3
16.0,Undisputed,9,17,0,9,0,5,0,15,2,Lobby 3
17.0,The Peeps,5,13,0,18,0,18,3,18,1,Lobby 3
18.0,Wonderboys,4,10,0,11,0,15,0,16,0,Lobby 3
19.0,SirRainNoody,3,14,0,14,0,14,0,19,0,Lobby 3
20.0,CVS,0,20,0,20,0,20,0,20,0,Lobby 3
1.0,Unsigned Talent,52,3,5,5,7,4,16,10,6,Lobby 4
2.0,Select,39,1,12,11,2,5,1,11,6,Lobby 4
3.0,Monsters Inc.,38,14,2,16,0,8,2,1,19,Lobby 4
4.0,Code Cloud,32,2,3,10,7,7,4,7,1,Lobby 4
5.0,Boston Monsters,28,19,0,1,6,16,5,14,4,Lobby 4
6.0,RGP,27,17,3,4,12,12,2,15,3,Lobby 4
7.0,AST,27,6,0,20,0,1,12,16,0,Lobby 4
8.0,RCO,24,13,2,13,0,3,2,3,4,Lobby 4
9.0,ReVive me pls,23,8,0,3,9,13,1,9,1,Lobby 4
10.0,Inspired,23,9,2,2,7,15,1,12,0,Lobby 4
11.0,KrYsos,23,4,2,8,0,2,5,17,0,Lobby 4
12.0,SDO,19,12,4,7,4,9,5,19,0,Lobby 4
13.0,Chosen Legacy,19,11,3,19,0,6,0,2,3,Lobby 4
14.0,Cool Cats,16,5,2,18,0,10,0,4,3,Lobby 4
15.0,Turtle Named Bob,12,18,0,6,2,19,0,5,3,Lobby 4
16.0,Patrón,12,7,4,9,0,18,0,6,0,Lobby 4
17.0,2R1M,8,10,5,14,0,20,0,20,0,Lobby 4
18.0,Diamond Hands,7,16,2,15,1,11,0,8,0,Lobby 4
19.0,Dark Matter,6,20,0,17,0,17,4,13,1,Lobby 4
20.0,The Pickups,5,15,0,12,0,14,0,18,2,Lobby 4
