,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 26, 2022 - 17:30 EDTStorm Point AK47 G.O.A.T. Mystical","Round 1 Round 1 March 26, 2022 - 17:30 EDTStorm Point AK47 G.O.A.T. Mystical","Round 2 Round 2 March 26, 2022 - 18:00 EDTStorm Point MeAnotóUnAmigo G.O.A.T. Corte Verde","Round 2 Round 2 March 26, 2022 - 18:00 EDTStorm Point MeAnotóUnAmigo G.O.A.T. Corte Verde","Round 3 Round 3 March 26, 2022 - 18:30 EDTStorm Point AK47 SapoPerros G.O.A.T.","Round 3 Round 3 March 26, 2022 - 18:30 EDTStorm Point AK47 SapoPerros G.O.A.T.","Round 4 Round 4 March 26, 2022 - 19:00 EDTWorld's Edge G.O.A.T. Mystical Corta La Bocha","Round 4 Round 4 March 26, 2022 - 19:00 EDTWorld's Edge G.O.A.T. Mystical Corta La Bocha","Round 5 Round 5 March 26, 2022 - 19:30 EDTWorld's Edge AK47 G.O.A.T. MeAnotóUnAmigo","Round 5 Round 5 March 26, 2022 - 19:30 EDTWorld's Edge AK47 G.O.A.T. MeAnotóUnAmigo","Round 6 Round 6 March 26, 2022 - 20:00 EDTWorld's Edge SapoPerros WTN E-SPORTS AK47","Round 6 Round 6 March 26, 2022 - 20:00 EDTWorld's Edge SapoPerros WTN E-SPORTS AK47"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,AK47,108,1,13,4,11,1,15,10,4,1,9,3,6
1,2.0,GOAT,73,2,10,2,0,3,0,1,9,2,4,5,0
2,3.0,MAUA,56,4,3,1,5,10,0,4,11,3,4,8,0
3,4.0,SP,51,13,0,9,6,2,2,7,0,11,0,1,15
4,5.0,WTN,46,6,1,5,5,11,3,9,0,9,8,2,8
5,6.0,Mystical,40,3,1,11,0,7,6,2,3,8,0,7,5
6,7.0,Corte Verde,29,5,0,3,4,6,2,5,3,12,0,12,0
7,8.0,CLB,24,10,0,10,0,12,0,3,3,5,2,6,0
8,9.0,Barderos,21,11,3,8,0,4,3,8,0,7,0,10,0
9,10.0,QUAS,19,12,1,12,0,9,2,12,0,4,0,4,1
10,11.0,NICA,18,8,0,7,0,5,0,6,0,6,1,9,0
11,12.0,2k ping,14,9,2,6,0,8,0,11,0,10,1,11,0
12,13.0,SunRise,3,7,0,20,0,0,0,0,0,0,0,0,0
