Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,P.4,K.4,P.5,K.5,Lobby
1.0,BP,80,10,4,2,13,13,2,1,9,4,2,2,12,Lobby 1
2.0,NBL,57,6,5,19,0,1,6,2,7,7,5,7,4,Lobby 1
3.0,MOAN,52,12,4,14,2,2,12,9,4,2,1,6,4,Lobby 1
4.0,LMX,47,14,3,8,6,20,0,4,6,3,15,9,0,Lobby 1
5.0,BAD,45,1,10,4,6,18,0,12,1,5,2,13,3,Lobby 1
6.0,RCO,45,4,6,11,0,9,3,7,1,1,11,12,0,Lobby 1
7.0,LM,42,17,2,3,6,12,0,11,2,13,3,1,7,Lobby 1
8.0,CPR Certified,39,8,2,1,6,6,3,3,2,11,0,15,0,Lobby 1
9.0,Unsigned Talent,35,11,3,12,7,14,3,20,0,6,5,3,4,Lobby 1
10.0,CIMJ,35,2,6,17,1,5,9,15,0,14,2,11,1,Lobby 1
11.0,UNL,34,3,6,5,2,4,2,14,0,8,1,8,2,Lobby 1
12.0,Dark Matter,32,7,2,18,1,3,7,6,7,9,0,16,0,Lobby 1
13.0,OA,25,13,1,7,0,7,4,8,8,18,0,17,3,Lobby 1
14.0,LVG,21,18,0,16,4,19,0,10,4,10,3,14,5,Lobby 1
15.0,Inevitable Gaming,21,16,0,13,0,8,1,5,3,19,0,5,6,Lobby 1
16.0,GNR,19,5,1,10,1,15,4,16,1,16,0,10,3,Lobby 1
17.0,ChayKayJay,15,15,0,9,0,16,0,13,0,15,3,4,2,Lobby 1
18.0,LKM,9,9,0,15,0,10,4,17,0,20,0,18,0,Lobby 1
19.0,The Comeback,5,19,0,6,0,11,0,19,0,12,0,19,0,Lobby 1
20.0,Onyx,3,20,0,20,0,17,0,18,0,17,3,20,0,Lobby 1
1.0,BW,71,3,7,3,7,14,4,14,4,1,21,18,0,Lobby 2
2.0,O TAMA,53,11,0,4,11,12,3,4,2,2,8,8,6,Lobby 2
3.0,SHEESH,51,9,3,1,16,16,6,19,0,10,1,5,5,Lobby 2
4.0,NEAN,51,2,11,12,0,1,5,6,4,18,2,13,3,Lobby 2
5.0,AM,46,14,6,6,1,19,0,8,1,7,2,1,15,Lobby 2
6.0,BQB,42,10,3,19,0,7,4,5,3,3,3,3,6,Lobby 2
7.0,SUP,41,1,5,9,3,4,2,3,3,13,1,17,0,Lobby 2
8.0,Lonely Fans,39,8,1,20,0,10,3,1,10,11,2,4,1,Lobby 2
9.0,CAS,37,17,3,16,2,2,9,10,2,4,4,15,0,Lobby 2
10.0,Sussy Bakas,37,16,1,2,5,3,5,12,3,14,1,6,1,Lobby 2
11.0,Tijuana Piranas,32,18,2,13,0,15,2,2,10,5,2,14,0,Lobby 2
12.0,SMP,28,12,0,8,0,13,1,15,0,17,1,2,12,Lobby 2
13.0,YouLikeThatMate?,25,6,2,11,0,9,3,7,2,12,6,9,0,Lobby 2
14.0,Select,24,7,6,14,0,11,3,18,0,6,4,7,0,Lobby 2
15.0,DUMPERS,21,4,2,5,8,17,0,16,0,9,0,19,0,Lobby 2
16.0,2B1C,18,15,1,10,1,8,0,7,4,8,0,10,0,Lobby 2
17.0,My Neck My Back,17,20,0,17,0,5,4,9,3,15,0,16,3,Lobby 2
18.0,Veracity,13,5,0,7,3,6,0,20,0,19,0,20,0,Lobby 2
19.0,TPM,9,19,0,15,1,18,0,13,2,20,0,12,3,Lobby 2
20.0,AST,6,13,0,18,0,20,0,11,1,16,0,11,2,Lobby 2
