Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,TSS,90,1,17,19,1,1,7,1,10,11,0,1,6
2.0,Never Lucky,55,7,1,2,7,5,1,2,4,9,5,10,8
3.0,NBL,53,3,4,6,1,17,0,6,5,1,14,7,1
4.0,BP,52,9,4,4,8,6,6,3,7,13,2,6,4
5.0,CLX,45,10,5,3,8,15,3,9,9,12,6,13,0
6.0,FNG NEW ERA,42,17,3,1,8,10,6,15,0,18,0,5,6
7.0,CC,39,14,0,9,3,12,0,12,4,14,3,2,14
8.0,LF,38,2,5,7,1,20,0,14,2,2,6,15,1
9.0,DUMPERS,37,20,0,17,6,3,17,10,0,8,2,12,0
10.0,BW,34,5,7,18,0,4,5,16,0,3,6,19,0
11.0,EST,31,4,3,14,7,19,1,11,3,4,5,16,0
12.0,Onyx,30,11,2,10,4,11,0,5,5,15,2,4,3
13.0,2B1C,25,8,1,11,1,2,2,18,0,6,5,11,0
14.0,SDO,23,18,0,13,0,16,0,17,0,7,2,3,10
15.0,SLS,18,16,0,12,1,9,1,8,4,17,0,9,5
16.0,Sea Of Thieves,18,15,0,5,4,7,2,19,0,5,0,20,0
17.0,GNR,14,19,0,15,3,13,3,4,1,16,0,17,0
18.0,RAWR,14,6,2,8,0,18,0,7,3,19,0,14,0
19.0,Spooky Scary,13,13,3,20,0,14,0,13,0,10,0,8,3
20.0,SickerThanYoAvg,8,12,0,16,1,8,4,20,0,20,0,18,0
