Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,AK47,108,1,13,4,11,1,15,10,4,1,9,3,6
2.0,GOAT,73,2,10,2,0,3,0,1,9,2,4,5,0
3.0,MAUA,56,4,3,1,5,10,0,4,11,3,4,8,0
4.0,SP,51,13,0,9,6,2,2,7,0,11,0,1,15
5.0,WTN,46,6,1,5,5,11,3,9,0,9,8,2,8
6.0,Mystical,40,3,1,11,0,7,6,2,3,8,0,7,5
7.0,Corte Verde,29,5,0,3,4,6,2,5,3,12,0,12,0
8.0,CLB,24,10,0,10,0,12,0,3,3,5,2,6,0
9.0,Barderos,21,11,3,8,0,4,3,8,0,7,0,10,0
10.0,QUAS,19,12,1,12,0,9,2,12,0,4,0,4,1
11.0,NICA,18,8,0,7,0,5,0,6,0,6,1,9,0
12.0,2k ping,14,9,2,6,0,8,0,11,0,10,1,11,0
13.0,SunRise,3,7,0,20,0,0,0,0,0,0,0,0,0
