Standing,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
1.0,eGIRLS,126,7,2,1,10,2,13,2,10,1,14,1,20
2.0,Vatos Locos,62,4,5,4,8,3,8,6,6,2,3,12,2
3.0,TVA,56,9,0,3,1,1,5,1,6,3,3,11,0
4.0,AIMC,47,3,5,5,1,4,8,11,0,9,0,2,5
5.0,Tharsis,47,1,10,7,0,5,2,8,1,7,3,4,2
6.0,PVP,41,2,8,8,2,9,0,7,2,5,4,6,2
7.0,Os Minhauu,32,11,0,2,5,12,0,3,3,11,0,5,1
8.0,OSO,28,5,1,11,3,11,0,4,4,6,3,9,1
9.0,ITS TEAM,19,10,1,13,0,13,0,5,3,4,0,8,0
10.0,HARD,16,13,0,12,2,7,2,10,0,10,1,10,0
11.0,TTG,16,12,0,10,0,10,0,12,0,8,1,3,0
12.0,SFD,14,6,1,6,3,8,0,13,0,12,0,0,0
13.0,MALA,14,8,0,9,0,6,0,9,1,13,0,7,0
