Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,MP,69,1,15,3,2,1,9,3,5,Lobby 1
2.0,GOD,64,2,12,2,17,10,3,6,9,Lobby 1
3.0,SCBS,49,13,3,1,11,2,2,4,6,Lobby 1
4.0,CHI,37,9,1,5,7,6,0,1,8,Lobby 1
5.0,SCTA,32,3,3,20,0,4,7,10,8,Lobby 1
6.0,ORCL,26,4,0,4,8,9,3,9,1,Lobby 1
7.0,SLAP,22,11,9,17,0,7,8,13,0,Lobby 1
8.0,TRIHARD,21,20,0,6,0,3,10,16,1,Lobby 1
9.0,NotoriousFamily,19,7,0,13,0,11,0,2,5,Lobby 1
10.0,Senshi,13,6,4,14,1,8,1,11,0,Lobby 1
11.0,Kryptic,13,5,2,7,3,18,0,15,0,Lobby 1
12.0,TRIADA,13,15,1,8,0,5,1,7,1,Lobby 1
13.0,ZAB,12,10,3,18,0,20,0,5,3,Lobby 1
14.0,2ege1college,10,8,0,12,2,12,4,17,0,Lobby 1
15.0,Moin Myster,8,12,0,10,2,15,1,14,0,Lobby 1
16.0,superdumplings,6,19,0,15,0,19,0,8,3,Lobby 1
17.0,Backstabberinos,4,14,0,16,0,17,3,18,0,Lobby 1
18.0,BLB,4,17,0,19,1,13,2,20,0,Lobby 1
19.0,DaWinx,4,18,0,9,0,16,1,19,1,Lobby 1
20.0,plugged off life,4,16,0,11,1,14,0,12,0,Lobby 1
1.0,K1CK,67,4,12,2,14,5,11,10,10,Lobby 2
2.0,Chiefs,38,2,8,6,1,12,3,3,6,Lobby 2
3.0,BFG,37,18,0,13,1,1,11,2,3,Lobby 2
4.0,SPPI,33,1,10,11,0,4,5,19,0,Lobby 2
5.0,Wisps,31,16,1,1,12,11,3,8,0,Lobby 2
6.0,AintInvlbleDream,30,12,6,15,0,18,0,1,10,Lobby 2
7.0,1515,29,15,1,3,6,3,5,9,0,Lobby 2
8.0,BGR,22,11,2,5,8,17,0,5,3,Lobby 2
9.0,Tr1peRs,22,14,0,14,0,2,6,4,0,Lobby 2
10.0,PXL,18,5,1,12,2,6,2,18,5,Lobby 2
11.0,25,17,7,1,10,1,13,6,6,0,Lobby 2
12.0,BCG,16,8,3,8,5,9,0,13,1,Lobby 2
13.0,BWG,16,3,6,19,0,7,0,16,0,Lobby 2
14.0,WhatEver,12,6,0,18,1,15,0,15,6,Lobby 2
15.0,russiansandabrit,11,9,1,16,0,8,0,7,3,Lobby 2
16.0,Oilers,10,10,0,4,0,10,1,17,0,Lobby 2
17.0,ANTI,9,19,0,7,3,19,0,11,2,Lobby 2
18.0,MantaX,4,13,1,17,0,16,0,14,1,Lobby 2
19.0,EFG Team,4,17,0,9,0,14,0,12,0,Lobby 2
20.0,Nords,0,20,0,20,0,20,0,20,0,Lobby 2
1.0,Vidrovszki,62,1,15,13,2,6,7,3,15,Lobby 3
2.0,Sheriffs,56,7,14,10,6,2,4,1,6,Lobby 3
3.0,NMS,51,2,7,6,6,3,14,13,4,Lobby 3
4.0,ATK,41,12,1,1,12,15,5,6,6,Lobby 3
5.0,NXB,28,4,3,5,3,4,6,12,1,Lobby 3
6.0,Fluffy Bunnies,28,3,3,9,3,11,0,2,3,Lobby 3
7.0,Explosion,26,5,9,12,3,16,6,9,1,Lobby 3
8.0,T3W,25,13,0,3,3,8,1,4,6,Lobby 3
9.0,QualEnjoyers,22,11,1,11,0,1,7,17,0,Lobby 3
10.0,thr33 stack,21,20,0,4,3,5,2,8,5,Lobby 3
11.0,SMS,17,16,3,2,4,19,0,14,0,Lobby 3
12.0,Lunar,12,14,0,16,3,18,0,5,4,Lobby 3
13.0,Simply_E_Sports,12,10,0,7,4,12,0,11,1,Lobby 3
14.0,HKE,11,18,0,14,2,9,2,7,1,Lobby 3
15.0,NoWayFzB,10,8,2,20,0,7,1,18,2,Lobby 3
16.0,GVG,9,6,0,19,0,13,0,10,3,Lobby 3
17.0,WICKED,4,17,0,8,1,14,0,16,0,Lobby 3
18.0,Instalock Jett,4,15,0,15,0,10,0,19,0,Lobby 3
19.0,IMP Syndicate,2,19,0,17,0,20,1,15,0,Lobby 3
20.0,Arise eSport 2,2,9,0,18,0,17,0,20,0,Lobby 3
1.0,OG,71,1,6,4,9,2,10,1,8,Lobby 4
2.0,AP,59,8,6,2,5,4,10,2,13,Lobby 4
3.0,TREX,44,5,1,15,0,1,12,3,7,Lobby 4
4.0,Tweetlonger,34,3,11,5,3,5,2,12,2,Lobby 4
5.0,itsheazyKuwaSevn,31,14,2,3,9,11,3,10,6,Lobby 4
6.0,UTFT,30,15,1,1,11,6,1,20,1,Lobby 4
7.0,Young Squad,27,2,2,8,3,18,4,5,3,Lobby 4
8.0,PutTitleHere,20,9,2,6,2,17,2,8,7,Lobby 4
9.0,Proxima,18,7,1,18,0,3,6,13,0,Lobby 4
10.0,ALKaIIIbI,17,10,2,10,3,14,3,6,1,Lobby 4
11.0,signelunaire,16,4,2,13,0,15,3,11,3,Lobby 4
