,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,SXG,107,107
1,2.0,AGLY,39,39
2,3.0,SBD,36,36
3,4.0,StepBros,35,35
4,5.0,gibbyhands,33,33
5,6.0,Team Sanitizer,29,29
6,7.0,CGG,23,23
7,8.0,Apex Quarentine,18,18
8,9.0,Bloodline,12,12
9,10.0,Club Penguin,11,11
10,11.0,Oasis,11,11
11,12.0,DRAINERS,10,10
12,13.0,SJ Esports,9,9
13,14.0,Christian Lads,8,8
14,15.0,Ethereal League,5,5
