,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Hooiya,102,102
1,2.0,TOAOS GG,41,41
2,3.0,2Sticks1Musician,36,36
3,4.0,Monke Mode 3B,31,31
4,5.0,Shadow Point,24,24
5,6.0,Apex orphans,23,23
6,7.0,Forever Gaming,19,19
7,8.0,Bull Gang,19,19
8,9.0,Kaen Esports,18,18
9,10.0,Tokyo manji,17,17
10,11.0,OwO,16,16
11,12.0,HYPERION,14,14
12,13.0,Bocek Bandits,8,8
13,14.0,Gauntlet Esports,8,8
14,15.0,DFA,6,6
