,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,Content Squad,52,52
1,2.0,NOXIOUS,48,48
2,3.0,JOYBOYS,48,48
3,4.0,Spacelanders,37,37
4,5.0,TeamDreams,34,34
5,6.0,DarkRoyalNation,32,32
6,7.0,PradoHouseCigar,21,21
7,8.0,Team Name,19,19
8,9.0,Plimbo,19,19
9,10.0,UNDD,18,18
10,11.0,The Dusters,15,15
11,12.0,Vengeance,11,11
12,13.0,EXOTICK,9,9
13,14.0,Zime,5,5
14,15.0,Bulldogs,4,4
