,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,BAD,75,75
1,2.0,IFE,75,75
2,3.0,OrgSignUs,36,36
3,4.0,SUP,35,35
4,5.0,Adonitology,28,28
5,6.0,Devils x Death,17,17
6,7.0,Shadow IllusionZ,15,15
7,8.0,Solus,14,14
8,9.0,ill,14,14
9,10.0,Aim Botz,14,14
10,11.0,We Better Word,13,13
11,12.0,GLO,12,12
12,13.0,JokersFC,4,4
13,14.0,MBM,4,4
