,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,xD,70,70
1,2.0,Good Vibes,60,60
2,3.0,LVG,53,53
3,4.0,Inglorious,31,31
4,5.0,Aim Assist GG,27,27
5,6.0,Lunas Superiores,23,23
6,7.0,Washed Bois,21,21
7,8.0,Vendetta,18,18
8,9.0,Poutine Taco,17,17
9,10.0,Kraken,13,13
10,11.0,evanescence,12,12
11,12.0,Bear Gang,12,12
12,13.0,New Legends,10,10
13,14.0,PVE esports,7,7
14,15.0,Team Savage,6,6
