,Standings,Standings,Standings,Standings
,Team,Team.1,Total,Round 1
0,1.0,En Carto Garmers (missing),61,61
1,2.0,RT,49,49
2,3.0,LF,42,42
3,4.0,Los Hefes,40,40
4,5.0,Them Boiz,32,32
5,6.0,Kaged,30,30
6,7.0,Spood Beest,23,23
7,8.0,The Other Guys,19,19
8,9.0,Eternal x Beasts,18,18
9,10.0,Corruption,16,16
10,11.0,Jolly Roger,14,14
11,12.0,Xbox,12,12
12,13.0,ChkyMoneyBadgers,10,10
13,14.0,The Spit Boys,10,10
14,15.0,GForce Team,4,4
