,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 10, 2022 - 14:00 GMTStorm Point","Round 1 Round 1 April 10, 2022 - 14:00 GMTStorm Point","Round 2 Round 2 April 10, 2022 - 14:30 GMTStorm Point","Round 2 Round 2 April 10, 2022 - 14:30 GMTStorm Point","Round 3 Round 3 April 10, 2022 - 15:00 GMTStorm Point","Round 3 Round 3 April 10, 2022 - 15:00 GMTStorm Point","Round 4 Round 4 April 10, 2022 - 15:30 GMTWorld's Edge","Round 4 Round 4 April 10, 2022 - 15:30 GMTWorld's Edge","Round 5 Round 5 April 10, 2022 - 16:00 GMTWorld's Edge","Round 5 Round 5 April 10, 2022 - 16:00 GMTWorld's Edge","Round 6 Round 6 April 10, 2022 - 16:30 GMTWorld's Edge","Round 6 Round 6 April 10, 2022 - 16:30 GMTWorld's Edge"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,POLSKA,70,5,8,19,0,2,4,1,6,1,12,13,2
1,2.0,SPPI,48,8,6,16,5,7,2,4,3,14,0,1,9
2,3.0,SMG,48,2,8,2,3,4,5,15,3,12,2,8,0
3,4.0,SNK,45,13,1,1,7,13,0,2,8,9,0,14,3
4,5.0,SLAP,43,17,0,9,6,3,16,13,2,13,3,12,4
5,6.0,TTG,39,16,2,5,7,11,1,7,2,15,0,2,9
6,7.0,SZN,39,12,4,8,1,1,11,17,1,17,0,5,3
7,8.0,YK,38,1,8,10,3,8,6,10,3,19,0,20,0
8,9.0,ZBW,37,11,1,6,5,15,1,6,2,2,7,7,1
9,10.0,KYKLOS,33,15,0,11,0,16,0,3,9,3,1,4,2
10,11.0,HYR,32,20,0,13,7,9,5,11,3,6,7,9,1
11,12.0,BBG,28,19,0,20,1,17,1,12,10,16,1,6,11
12,13.0,BW,27,6,7,3,4,20,0,20,0,11,4,15,0
13,14.0,3FR,26,4,4,7,0,6,5,18,0,8,2,10,0
14,15.0,ILL,26,18,0,15,0,12,1,5,2,7,2,3,5
15,16.0,NIBL,24,9,1,14,0,10,1,14,0,4,9,11,1
16,17.0,THROW,22,3,0,12,1,19,0,16,1,5,8,18,0
17,18.0,ROA,22,7,3,4,7,5,0,19,0,18,0,17,0
18,19.0,BGTTS,19,14,2,17,0,14,1,8,3,10,2,16,5
19,20.0,PPGIS,4,10,0,18,0,18,0,9,0,20,0,19,0
