,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 April 10, 2022 - 14:00 GMTStorm Point","Round 1 Round 1 April 10, 2022 - 14:00 GMTStorm Point","Round 2 Round 2 April 10, 2022 - 14:30 GMTStorm Point","Round 2 Round 2 April 10, 2022 - 14:30 GMTStorm Point","Round 3 Round 3 April 10, 2022 - 15:00 GMTStorm Point","Round 3 Round 3 April 10, 2022 - 15:00 GMTStorm Point","Round 4 Round 4 April 10, 2022 - 15:30 GMTWorld's Edge","Round 4 Round 4 April 10, 2022 - 15:30 GMTWorld's Edge","Round 5 Round 5 April 10, 2022 - 16:00 GMTWorld's Edge","Round 5 Round 5 April 10, 2022 - 16:00 GMTWorld's Edge","Round 6 Round 6 April 10, 2022 - 16:30 GMTWorld's Edge","Round 6 Round 6 April 10, 2022 - 16:30 GMTWorld's Edge"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,b0ts,89,17,0,2,5,1,11,1,10,5,6,1,8
1,2.0,XD,64,1,14,9,3,18,1,18,0,1,18,13,1
2,3.0,Ratio,55,6,2,5,3,3,6,3,6,4,2,4,5
3,4.0,CG,53,10,0,1,19,11,4,6,1,14,6,11,3
4,5.0,NCJA,48,2,4,18,0,2,7,5,3,3,3,10,0
5,6.0,Reset,39,19,0,6,3,6,4,10,4,7,4,7,10
6,7.0,LPOG,38,14,0,3,5,17,3,4,5,6,3,6,3
7,8.0,TOM,34,3,6,12,0,4,4,16,0,17,1,3,3
8,9.0,drain,32,15,1,4,9,16,0,14,3,10,2,5,4
9,10.0,VNX,32,8,0,11,1,15,4,9,0,8,2,2,8
10,11.0,ORCL,31,13,3,7,3,14,0,11,2,2,7,12,0
11,12.0,BFG,29,5,3,20,0,19,0,2,5,20,1,9,5
12,13.0,P4C,27,4,7,13,0,7,0,15,7,19,0,14,2
13,14.0,EP,18,16,0,16,1,5,9,19,0,11,2,15,0
14,15.0,AMOG,17,12,3,14,1,10,0,12,8,16,0,16,0
15,16.0,TNM,17,20,0,10,1,9,2,7,0,15,0,8,4
16,17.0,UTFT,15,7,5,17,0,8,0,13,0,9,1,17,1
17,18.0,DNMK,12,11,4,8,2,12,0,20,0,12,1,18,0
18,19.0,TTD,9,18,0,15,0,13,0,8,2,13,2,19,0
19,20.0,Gachi,6,9,3,19,0,20,0,17,1,18,0,20,0
