,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 October 24, 2021 - 17:00 PDTWorld's Edge DUMPERS RCO eSports Sussy Bakas","Round 1 Round 1 October 24, 2021 - 17:00 PDTWorld's Edge DUMPERS RCO eSports Sussy Bakas","Round 2 Round 2 October 24, 2021 - 17:30 PDTWorld's Edge DUMPERS RCO eSports Unknown Warriors","Round 2 Round 2 October 24, 2021 - 17:30 PDTWorld's Edge DUMPERS RCO eSports Unknown Warriors","Round 3 Round 3 October 24, 2021 - 18:00 PDTWorld's Edge 1MAG DUMPERS Boston Monsters","Round 3 Round 3 October 24, 2021 - 18:00 PDTWorld's Edge 1MAG DUMPERS Boston Monsters","Round 4 Round 4 October 24, 2021 - 18:30 PDTWorld's Edge LonelyFans Select TDG","Round 4 Round 4 October 24, 2021 - 18:30 PDTWorld's Edge LonelyFans Select TDG","Round 5 Round 5 October 24, 2021 - 19:00 PDTWorld's Edge 1MAG LonelyFans DUMPERS","Round 5 Round 5 October 24, 2021 - 19:00 PDTWorld's Edge 1MAG LonelyFans DUMPERS","Round 6 Round 6 October 24, 2021 - 19:30 PDTWorld's Edge MoJoJoJo Dark Matter Select","Round 6 Round 6 October 24, 2021 - 19:30 PDTWorld's Edge MoJoJoJo Dark Matter Select"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,DUMPERS,79,1,7,1,12,2,6,15,0,3,5,13,7
1,2.0,LF,72,6,7,5,6,5,4,1,10,2,12,14,0
2,3.0,1MAG,58,10,4,6,2,1,10,17,0,1,10,10,1
3,4.0,Sussy Bakas,47,3,8,7,2,6,3,9,3,5,7,9,3
4,5.0,RCO,43,2,5,2,5,12,0,5,2,9,2,8,2
5,6.0,Never Lucky,40,17,5,13,3,4,16,19,3,12,0,12,5
6,7.0,Select,40,16,0,11,6,15,4,2,6,14,2,3,3
7,8.0,MoJo,40,12,0,4,3,16,0,6,3,7,3,1,7
8,9.0,Boston Monsters,32,14,0,10,0,3,2,10,2,4,7,11,3
9,10.0,Meow Syndicate,31,7,3,9,3,17,0,4,5,6,3,7,1
10,11.0,TDG,29,15,1,16,0,7,2,3,8,18,1,5,2
11,12.0,Dark Matter,28,11,0,17,0,8,2,16,3,13,0,2,10
12,13.0,CCE,25,4,6,12,2,14,1,13,1,20,0,4,2
13,14.0,Unknown Warriors,21,20,0,3,6,20,0,14,0,16,4,6,0
14,15.0,OA,19,13,5,20,0,13,3,12,8,19,0,18,0
15,16.0,Onyx,16,9,3,15,0,9,0,7,3,10,0,19,0
16,17.0,2R1M,15,5,0,19,0,18,0,11,1,15,0,15,7
17,18.0,NFC,14,19,0,18,0,11,1,8,4,11,2,17,3
18,19.0,ING,11,18,0,8,6,19,0,18,0,17,2,20,1
19,20.0,Code Cloud,10,8,1,14,0,10,2,20,0,8,0,16,0
