,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 12, 2022 - 12:00 JSTStorm Point Team STYLE NEVIS Team Nature","Round 1 Round 1 March 12, 2022 - 12:00 JSTStorm Point Team STYLE NEVIS Team Nature","Round 2 Round 2 March 12, 2022 - 12:30 JSTStorm Point TeamUnfair Oasis Esports GEMINI","Round 2 Round 2 March 12, 2022 - 12:30 JSTStorm Point TeamUnfair Oasis Esports GEMINI","Round 3 Round 3 March 12, 2022 - 13:00 JSTWorld's Edge Nebula e-Sports Shinpeisyougun Zenith","Round 3 Round 3 March 12, 2022 - 13:00 JSTWorld's Edge Nebula e-Sports Shinpeisyougun Zenith","Round 4 Round 4 March 12, 2022 - 13:30 JSTWorld's Edge Team STYLE Oasis Esports GEMINI","Round 4 Round 4 March 12, 2022 - 13:30 JSTWorld's Edge Team STYLE Oasis Esports GEMINI"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,STY,77,1,27,8,1,13,3,1,19
1,2.0,TU,36,6,3,1,10,6,2,7,0
2,3.0,NES,35,12,0,4,9,1,7,11,0
3,4.0,GEMI,34,11,0,3,8,7,6,3,2
4,5.0,NVS,29,2,3,5,4,5,4,12,0
5,6.0,Oasis,29,10,1,2,3,11,1,2,3
6,7.0,RGS,23,8,0,6,0,2,4,5,1
7,8.0,NT,22,5,1,14,0,4,3,4,3
8,9.0,NAT,21,3,1,9,0,8,1,8,6
9,10.0,LFTSF,20,4,4,10,3,10,3,13,0
10,11.0,Zenith,14,14,0,11,0,3,2,9,1
11,12.0,Trinity,12,7,0,13,0,12,0,6,4
12,13.0,TVN,11,9,0,7,1,9,2,14,0
13,14.0,BeastMode,5,13,0,12,0,14,0,10,0
