,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 12, 2022 - 12:00 JSTStorm Point Streamer Alter GND No1Apexer","Round 1 Round 1 March 12, 2022 - 12:00 JSTStorm Point Streamer Alter GND No1Apexer","Round 2 Round 2 March 12, 2022 - 12:30 JSTStorm Point Crow Streamer Alter GND","Round 2 Round 2 March 12, 2022 - 12:30 JSTStorm Point Crow Streamer Alter GND","Round 3 Round 3 March 12, 2022 - 13:00 JSTWorld's Edge Crow Victoria Execution Schwarzerland","Round 3 Round 3 March 12, 2022 - 13:00 JSTWorld's Edge Crow Victoria Execution Schwarzerland","Round 4 Round 4 March 12, 2022 - 13:30 JSTWorld's Edge DSG Crow UNDERDOGS","Round 4 Round 4 March 12, 2022 - 13:30 JSTWorld's Edge DSG Crow UNDERDOGS"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K
0,1.0,CRW,44,7,5,1,12,2,3,0,0
1,2.0,DSG,37,13,1,13,0,1,22,0,0
2,3.0,Streamer,32,1,6,2,3,8,0,0,0
3,4.0,AGND,29,2,3,3,4,4,1,0,0
4,5.0,VS,25,10,5,5,10,9,2,0,0
5,6.0,N1A,24,3,5,7,3,5,2,0,0
6,7.0,VMJ,14,4,2,9,0,6,2,0,0
7,8.0,UNDOGS,14,8,1,11,0,3,3,0,0
8,9.0,RDNS,12,11,0,4,3,7,0,0,0
9,10.0,ScL,9,6,2,8,0,10,0,0,0
10,11.0,VEX,7,5,0,12,1,11,0,0,0
11,12.0,RAVENS,6,12,2,10,0,12,0,0,0
12,13.0,2ND,6,9,0,6,0,13,0,0,0
