,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints,StandingsPlacements and killsPoints
,Unnamed: 0_level_1,Team,Total,"Round 1 Round 1 March 28, 2022 - 18:00 CETStorm Point Just Better POLSKA GUROM Ratio","Round 1 Round 1 March 28, 2022 - 18:00 CETStorm Point Just Better POLSKA GUROM Ratio","Round 2 Round 2 March 28, 2022 - 18:30 CETStorm Point Vexal Esport BimBamGOOM xDDD","Round 2 Round 2 March 28, 2022 - 18:30 CETStorm Point Vexal Esport BimBamGOOM xDDD","Round 3 Round 3 March 28, 2022 - 19:00 CETStorm Point Vexal Esport LostBoys Playing4Content","Round 3 Round 3 March 28, 2022 - 19:00 CETStorm Point Vexal Esport LostBoys Playing4Content","Round 4 Round 4 March 28, 2022 - 19:30 CETWorld's Edge BimBamGOOM Ratio Cool Gaming LTD","Round 4 Round 4 March 28, 2022 - 19:30 CETWorld's Edge BimBamGOOM Ratio Cool Gaming LTD","Round 5 Round 5 March 28, 2022 - 20:00 CETWorld's Edge Vexal Esport BimBamGOOM Just Better","Round 5 Round 5 March 28, 2022 - 20:00 CETWorld's Edge Vexal Esport BimBamGOOM Just Better","Round 6 Round 6 March 28, 2022 - 20:30 CETWorld's Edge Cool Gaming LTD SNK Just Better","Round 6 Round 6 March 28, 2022 - 20:30 CETWorld's Edge Cool Gaming LTD SNK Just Better"
,Unnamed: 0_level_2,Team,Total,P,K,P,K,P,K,P,K,P,K,P,K
0,1.0,VEX,77,15,0,1,7,1,14,6,0,1,11,8,3
1,2.0,Better,56,1,9,8,0,9,6,9,1,3,6,3,2
2,3.0,BBG,54,17,0,2,9,18,1,1,8,2,4,11,1
3,4.0,CG,50,13,3,16,0,16,1,3,8,16,2,1,16
4,5.0,XD,44,5,6,3,6,10,4,12,7,18,2,13,4
5,6.0,SNK,41,14,2,5,4,6,0,13,2,7,7,2,5
6,7.0,NIBL,40,7,6,7,5,11,2,7,0,9,6,9,7
7,8.0,Ratio,38,3,6,17,0,15,3,2,7,6,2,16,0
8,9.0,P4C,34,6,1,10,3,3,7,10,7,13,1,18,0
9,10.0,Gachi,31,4,4,11,5,4,3,16,0,15,0,14,6
10,11.0,SYND,30,18,0,15,3,13,8,4,2,19,2,5,4
11,12.0,POLSKA,28,2,8,9,1,17,0,19,0,14,2,10,3
12,13.0,BGTTS,25,9,4,13,0,8,0,5,7,11,1,7,0
13,14.0,Lost,24,19,0,18,0,2,3,14,0,4,2,12,3
14,15.0,UTFT,20,8,1,12,0,7,0,8,3,10,3,6,0
15,16.0,NBB,15,10,0,6,8,19,0,18,0,8,0,17,0
16,17.0,ARIS,15,16,0,19,0,14,0,11,0,12,1,4,6
17,18.0,BFG,15,11,2,14,0,5,2,15,0,5,0,19,0
18,19.0,LPOG,13,12,0,4,3,12,1,17,0,17,0,15,1
19,20.0,ZBW,0,0,0,0,0,0,0,0,0,0,0,0,0
