Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby
1.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
2.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
3.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
4.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
5.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
6.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
7.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
8.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
9.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
10.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
11.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
12.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
13.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
14.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
15.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
16.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
17.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
18.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
19.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
20.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 1
1.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
2.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
3.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
4.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
5.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
6.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
7.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
8.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
9.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
10.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
11.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
12.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
13.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
14.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
15.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
16.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
17.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
18.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
19.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
20.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 2
1.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
2.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
3.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
4.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
5.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
6.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
7.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
8.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
9.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
10.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
11.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
12.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
13.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
14.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
15.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
16.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
17.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
18.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
19.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
20.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 3
1.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
2.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
3.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
4.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
5.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
6.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
7.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
8.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
9.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
10.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
11.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
12.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
13.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
14.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
15.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
16.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
17.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
18.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
19.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
20.0,TBD,0,0,0,0,0,0,0,0,0,Lobby 4
