Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,LMX,68,5,1,1,8,1,12,1,7
2.0,MoJo,60,1,19,10,1,5,5,3,10
3.0,Team Not Signed,42,3,9,2,9,6,1,5,0
4.0,DPRK,40,2,4,5,4,9,5,6,9
5.0,quest gaming,25,7,0,4,4,2,1,9,1
6.0,Team Supr3me,24,4,0,3,4,4,1,8,0
7.0,DaBabyGaming,23,9,0,6,3,3,6,13,1
8.0,Shift Workers,15,6,0,9,0,10,0,4,3
9.0,Stars Raws,14,10,0,8,0,0,0,2,1
10.0,Nessie and Peeps,8,13,0,12,0,8,0,12,3
11.0,hts,8,12,0,7,0,11,0,7,0
12.0,INTPs,6,8,0,11,1,12,0,11,0
13.0,Kill Syn Media,6,11,0,0,0,7,0,10,0
14.0,KThrewLife,0,0,0,0,0,0,0,0,0
15.0,UBC Blue,0,0,0,0,0,0,0,0,0
