Standing,Team,Total,P,K,P,K,P,K,P,K
1.0,FNG NEW ERA,79,1,15,8,7,2,4,1,18
2.0,IFE,52,6,0,1,12,3,7,3,4
3.0,MXGamers,47,3,8,12,0,1,12,5,3
4.0,Sussy Bakas,29,4,6,5,8,6,2,14,0
5.0,Chesco,28,2,2,6,1,13,0,2,3
6.0,SCARRA LOVERS,22,5,5,3,0,15,1,12,3
7.0,DoorKickingGang,20,12,3,9,3,7,4,7,1
8.0,Houston Angels,19,7,0,10,1,8,6,8,3
9.0,The Inmortals,17,8,0,2,0,9,0,9,2
10.0,RLP,15,13,0,11,0,5,3,4,1
11.0,AlphaSigmaGrind,12,11,0,7,6,14,0,11,0
12.0,Spood Beast,12,10,0,14,0,4,1,6,0
13.0,BoredLizards,8,0,0,4,0,10,0,15,0
14.0,Nuks,7,9,0,15,0,11,1,10,0
15.0,ELITESmx,4,14,0,13,0,12,0,13,0
